No.,Equipment Name,Serial No,SITE,Rated Power (MVA),HV Rate (kV),LV Rate (kV),Rated Voltage (kV),Service Type,Service Age (Year),Condition Health Index,Health Index Status,Estimated DP (From Furan),Estimated Remaining Life time (Year),Visual Inspection,Active Part,Insulation Resistance & PI,Insulation Power Factor,Exciting Current,Ratio&Polarity,Winding Resistance,1∅ Short Circuit Impedance,3∅ Short Circuit Impedance,Core to Ground,Bushing,Surge Arrester,Dynamic Resistance Measurement (OLTC),Frequency Response Analysis (FRA),%Moisture in paper (FDS),Main Tank Oil,DGA,Water Content,Dielectric Breakdown,PF at 25 °C,PF at 100 °C,Conductivity,Interfratial Tension (IFT),Acidity,Color,Inhibitor,Corrosive Sulfur,Passivator,Furan,Sludge,OLTC Oil,DGA (OLTC),Dielectric Breakdown (OLTC),Water Content (OLTC),Date To Assess,FAT,2011,2012,2013,Last PM,Next PM,Recommendation
35,61HDE10GT011.35.EN,N09067,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE10GT012.35.EN,N09068,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT001.35.EN,N09069,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT002.35.EN,N09070,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT003.35.EN,N09071,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT004.35.EN,N09072,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT005.35.EN,N09073,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT006.35.EN,N09074,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT007.35.EN,N09075,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT008.35.EN,N09076,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT009.35.EN,N09077,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT010.35.EN,N09078,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT011.35.EN,N09079,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,61HDE20GT012.35.EN,N09080,GHECO-ONE,0.136,0.4,0.11,0.4/0.11,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11BBT20,T013001,GIPP,40,21,6.75,21/6.75,UAT,25,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21BBT20,T013007,GIPP,40,21,6.75,21/6.75,UAT,25,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11BAT10,T012006,GIPP,500,235,121,235/121,GSUT,25,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21BAT10,T012023,GIPP,500,235,121,235/121,GSUT,25,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11MKC50 (Excitation),5217613,GIPP,4.1,21,0.52,21/0.52,Auxiliary,25,90,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21MKC50 (Excitation),5217612,GIPP,4.1,21,0.52,21/0.52,Auxiliary,25,90,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11BFT10,424758_03,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11BFT20,424758_04,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,11BFT30,424759_01,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21BFT10,424758_01,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21BFT20,424759_02,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,21BFT30,424758_02,GIPP,2.5,6.6,0.4,6.6/0.4,Auxiliary,25,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-1501,EV9277_1,GSPP11 PLT1,4.75,11,6.9,11/6.9,UAT,26,86,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-1502,EV9277_2,GSPP11 PLT1,4.75,11,6.9,11/6.9,UAT,26,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-101,ET8712/1,GSPP11 PLT1,48,123,11,123/11,GSUT,27,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-201,ET8712_2,GSPP11 PLT1,48,123,11,123/11,GSUT,33,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-301,ET8713/1,GSPP11 PLT1,52,123,10.5,123/10.5,GSUT,27,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GE-TR1,PP0091B01,GSPP11 PLT1,26,22,11,22/11,GSUT,20,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GE-TR2,5710877,GSPP11 PLT1,25,22,11,22/11,GSUT,12,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-401,EDP004301,GSPP11 PLT1,25,115,22,115/22,Distribution,31,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-501,EDP018401,GSPP11 PLT1,25,115,22,115/22,Distribution,25,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-601,PP0041B01,GSPP11 PLT1,20,115,22,115/22,Distribution,22,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-40001,4700831,GSPP11 PLT1,2.5,22,0.4,22/0.4,Auxiliary,22,82,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,TR-40002,4700830,GSPP11 PLT1,2.5,22,0.4,22/0.4,Auxiliary,22,84,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GE-TR1 Aux.,O61539,GSPP11 PLT1,1.25,11,0.4,11/0.4,Auxiliary,20,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GE-TR2 Aux.,5710876,GSPP11 PLT1,0.63,11,0.4,11/0.4,Auxiliary,12,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GSUT-1,PP0284B01,GSPP11 PLT2,90,115,11,115/11,GSUT,15,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,GSUT-2,PP0285B01,GSPP11 PLT2,55,115,11,115/11,GSUT,15,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,DT-3,56016,GSPP11 PLT2,50,115,22,115/22,Distribution,30,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,SST-1,54110640EE,GSPP11 PLT2,6.25,11,3.3,11/3.3,Auxiliary,15,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,SST-2,54110641EE,GSPP11 PLT2,6.25,11,3.3,11/3.3,Auxiliary,15,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,SAT-1,54110621EE,GSPP11 PLT2,2.3,11,0.4,11/0.4,Auxiliary,15,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
35,SAT-2,54110620EE,GSPP11 PLT2,2.3,11,0.4,11/0.4,Auxiliary,15,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
36,COGEN UAT,9624007,GSPP2&3,13.4,11.5,7.2,11.5/7.2,UAT,30,77,Monitor,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
37,STG3C UAT,5011858,GSPP2&3,20,15.75,7.2,15.75/7.2,UAT,18,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
38,71BBT10 (CTG7A UAT),225307,GSPP2&3,8,11,6.9,11/6.9,UAT,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
39,72BBT10 (CTG7B UAT),225308,GSPP2&3,8,11,6.9,11/6.9,UAT,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
40,STG1C UAT,9724074,GSPP2&3,22.4,15.75,7.2,15.75/7.2,UAT,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
41,STG2C UAT1,9724076,GSPP2&3,22.4,11.5,7.2,11.5/7.2,UAT,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
42,STG2C UAT2,9724075,GSPP2&3,22.4,15.75,7.2,15.75/7.2,UAT,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
43,31BBT10 (CTG3A UAT),4711343,GSPP2&3,2,11.5,7.2,11.5/7.2,UAT,21,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
44,32BBT10 (CTG3B UAT),4612314,GSPP2&3,2,11.5,7.2,11.5/7.2,UAT,22,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
45,51BBT01 (CTG5 GSUT),VN00408,GSPP2&3,20,20,6.9,20/6.9,UAT,17,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
46,COGEN GSUT (CTG1&2),9640548,GSPP2&3,90,118,11.5/11.5,118/11.5/11.5,GSUT,30,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
47,CTG1A&1B GSUT,9640549,GSPP2&3,90,118,11.5/11.5,118/11.5/11.5,GSUT,30,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
48,CTG2A&2B GSUT,57005,GSPP2&3,90,118,11.5/11.5,118/11.5/11.5,GSUT,29,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
49,STG3C GSUT,5011857,GSPP2&3,155,118,15.75,118/15.75,GSUT,18,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
50,71BAT10 (CTG7A GSUT),6512362,GSPP2&3,72,118,11,118/11,GSUT,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
51,72BAT10 (CTG7B GSUT),6512363,GSPP2&3,72,118,11,118/11,GSUT,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
52,STG1C GSUT,57011,GSPP2&3,215,118,15.75,118/15.75,GSUT,29,86,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,Q,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
53,STG2C GSUT,57012,GSPP2&3,215,118,15.75,118/15.75,GSUT,29,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
54,31BAT10 (CTG3A GSUT),PP0050B01,GSPP2&3,51.5,118,11.5,118/11.5,GSUT,21,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
55,32BAT10 (CTG3B GSUT),PP0016B01,GSPP2&3,51.5,118,11.5,118/11.5,GSUT,22,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
56,50BAT10 (CTG5 GSUT),20083122TIC003,GSPP2&3,325,115,20,115/20,GSUT,16,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
57,52BAT01 (STG5 GSUT),20083122TIC008,GSPP2&3,175,115,15.75,115/15.75,GSUT,16,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
58,KT2A,510049,GSPP2&3,200,230,121,230/121,Distribution,15,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
59,KT4A,PTE 1689/01,GSPP2&3,200,230,121,230/121,Distribution,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
60,KT5A,PTE 1689/02,GSPP2&3,200,230,121,230/121,Distribution,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
61,KT6A,PTE 1689/03,GSPP2&3,200,230,121,230/121,Distribution,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
62,KT7A,PTE 1689/04,GSPP2&3,200,230,121,230/121,Distribution,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
63,KT12A,EDP008001,GSPP2&3,50,112.5,23,112.5/23,Distribution,30,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
64,KT13A,EDP011601,GSPP2&3,50,112.5,23,112.5/23,Distribution,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
65,KT14A,512033,GSPP2&3,50,112.5,23,112.5/23,Distribution,14,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
66,CTG1 Aux.,PBE0580,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,30,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
67,CTG2 Aux.,PBE0579,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,29,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
68,COGEN SUS11,243597801,GSPP2&3,2,6.9,0.4,6.9/0.4,Auxiliary,30,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
69,COGEN SUS12,243597802,GSPP2&3,2,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
70,CTG1A Aux.,PBJ1200,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,30,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
71,CTG1B Aux.,PBJ1198,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,30,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
72,CTG2A Aux.,PBK1325,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,29,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
73,CTG2B Aux.,PBL1465,GSPP2&3,1.15,11.5,0.4,11.5/0.4,Auxiliary,29,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
74,KW1A,3911888,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,30,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
75,KW2A,4010922,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,28,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
76,KW3A,4010291,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,28,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
77,KW4A,4010290,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,28,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
78,KW5A,5513260,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,13,84,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
79,TR-103 (WTP SST),53105200EE,GSPP2&3,0.4,22,0.4,22/0.4,Auxiliary,16,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
80,Admin Building SST,48310781,GSPP2&3,0.5,22,0.4,22/0.4,Auxiliary,21,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
81,70BFT10 (CTG7A Aux.),225309,GSPP2&3,1.5,6.6,0.4,6.6/0.4,Auxiliary,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
82,70BFT20 (CTG7B Aux.),225310,GSPP2&3,1.5,6.6,0.4,6.6/0.4,Auxiliary,3,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
83,71BFT30 (Starting Transformer),E54623,GSPP2&3,1.25,6.6,0.69,6.6/0.69,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
84,72BFT30 (Starting Transformer),E54624,GSPP2&3,1.25,6.6,0.69,6.6/0.69,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
85,TR-1 (Coal Handling),4104759,GSPP2&3,6,22,7.2,22/7.2,Auxiliary,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
86,TR-2 (Coal Handling),4104758,GSPP2&3,6,22,7.2,22/7.2,Auxiliary,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
87,TR-3 (Coal Handling),4104077,GSPP2&3,1.6,6.9,0.4,6.9/0.4,Auxiliary,28,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
88,TR-4 (Coal Handling),4104453,GSPP2&3,1.6,6.9,0.4,6.9/0.4,Auxiliary,28,88,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
89,TR-5 (Coal Handling),xx,GSPP2&3,1.6,6.9,0.4,6.9/0.4,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
90,1APC-XF-24 (Block1 SUS24),PCL1429,GSPP2&3,0.862,6.9,0.4,6.9/0.4,Auxiliary,27,81,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
91,2APC-XF-24 (Block2 SUS24),PCD0277,GSPP2&3,0.862,6.9,0.4,6.9/0.4,Auxiliary,18,77,Monitor,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
