SERIAL_NUMBER,DEVICE_CODE,LOCAL_EQUIPMENT_CODE,SITE,COMPANY_CODE,LOCATION_CODE,MANUFACTURING_DATE,BRAND,MANUFACTURER_COMPANY,MADE_IN,MODEL_TYPE,POWER_RATING,POWER_RATING_DETAIL,HV_RATED,LV_RATED,LV2_RATED,HV_RATED_A,LV_RATED_A,LV2_RATED_A,TYPE_OF_COOLING,TAP_CHANGER_TYPE,PHASES,VECTOR_GROUP,IMPEDANCE_MIDDLE_TAP,IMPEDANCE_DETAIL,STANDARD,TEMP_RISE_MAX,WINDING_INSULATION,TYPE_OF_INSULATION,TOTAL_MASS,CORE_AND_COIL_MASS,TANK_AND_FITTING_MASS,OIL_MASS,SHIPPING_MASS,OIL_QUANTITY,DIMENSION,SPECIFICATION,APPLICATION,BUSHING_LV_TYPE,BUSHING_HV_TYPE,REMARK,DATA,NO_WINDING,LOCATION_GPS,FILEUPLOAD,Service_Type,SPARE2,SPARE3,GI,API,IOI,OLTCI,BI,ARI,DGA,HI,Result_Date
9640548,31-49-RGTG-XF-1,RGTG-XF-1.30.EN,SITE3,20,31,1996-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,,OLU 90/230,45000,90MVA,118,11.5,11.5,220,2260,,OA/FA/FOA,OLTC1,3,YNd1d1,7.65,7.61/7.65 (AT 45 MVA),ANSI,65/65,65,Mineral Oil,106500,67500,16200,22800,,,,"TRANSFORMER, OIL TYPE, 45MVA, 118KV/11.5KV, PAUWELS",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,3,"12.676912, 101.136983",,GSUT,,75,5,20,15,0,0,0,0,100,2025-05-29
9640549,31-19-1GTG-XF-1,1GTG-XF-1.30.EN,SITE3,20,31,1996-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,,OLU 90/230,45000,90MVA,118,11.5,11.5,220,2260,,OA/FA/FOA,NLTC,3,YNd1d1,7.61,7.61(AT 45 MVA),ANSI,65/65,65,Mineral Oil,106500,67500,16200,22800,,,,"TRANSFORMER, OIL TYPE, 45MVA, 118KV/11.5KV, PAUWELS",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,3,"12.677032, 101.135900",,GSUT,,100,5,20,15,0,0,0,0,100,2024-10-20
9724074,32-11-1APE-XF-2,1APE-XF-2,SITE3,32,11,1998-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,BELGIUM,OIV 13.4/34,13400,13400/18000/22400KVA,15.75,7.2,,821.1,1796.2,,FA,OLTC1,3,Dyn1,6.93,6.93 % at 15.75/72 kV and 13.4 MVA,ANSI C57,65,,Mineral Oil,36900,20800,8200,7900,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676951, 101.136344",,Unit Auxiliary Transformer,,83.33,5,20,15,0,0,0,0,67,2025-04-09
9724075,32-21-2APE-XF-2,2APE-XF-2,SITE3,32,21,1998-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,BELGIUM,OIV 13.4/34,13400,13400/18000/22400KVA,15.75,7.2,,1124.4,1796.2,,OA/FA,OLTC1,3,Dyn1,6.94,6.94 % at 17.75/7.2 kV and 13.4 MVA,IEEE C57.12.00,60/65,65,Mineral Oil,36900,20800,8200,7900,-,"9,115.27 (2408 Gal.)",-,-,Plant Maintenance,Oil-To-Air,Oil-To-Air,-,OIL TYPE,2,"12.67698, 101.135359",,Unit Auxiliary Transformer,,83.33,5,20,15,20,0,0,0,100,2025-04-22
9724076,32-21-2APE-XF-1,2APE-XF-1,SITE3,32,21,1998-01-01 00:00:00,PAUWELS,PAUWELS TRAFO BELGIUM,BELGIUM,,13400,13400/18000/22400KVA,11.5,7.2,,1124.4,1796.2,,OA/FA,OLTC1,3,Dyn9,6.94,6.94 % at 13.4 MVA,IEEE C57.12.00,60/65,65,Mineral Oil,36900,20800,8200,7900,,"9,115.27 (2408 Gal.)",,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.677016, 101.135438",,Unit Auxiliary Transformer,,83.33,5,20,3,4,0,0,0,53,2025-04-09
EDP008001,31-90-CPPA-XF-KT12A,KT12A.30.EN,SITE3,20,31,1996-01-01 00:00:00,EAKARAT-DAIHEN,"EAKARAT-DAIHEN TRANSFORMER CO., LTD.",THAILAND,,50000,35/50MVA,112.5,23,,257,1255,,ONAN/ONAF,OLTC1,3,YNd1,14.92,16.10/14.92/14.46(POS 1/14/19),IEC60076-1993,65/60,65,Mineral Oil,72000,44000,,14400,48000,16000,,"TRANSFORMER, OIL TYPE, 50MVA, 112.5KV/23KV, EAKARAT",EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.677416, 101.135133",,Distribution Transformer,,100,5,20,15,20,20,20,20,100,2025-11-21
EDP011601,31-90-CPPA-XF-KT13A,KT13A.30.EN,SITE3,20,31,1998-01-01 00:00:00,EAKARAT-DAIHEN,"EAKARAT-DAIHEN TRANSFORMER CO., LTD.",THAILAND,,50000,35/50MVA,112.5,23,,257,1255,,ONAN/ONAF,OLTC1,3,YNd1,14.81,15.97/14.81/14.35(POS 1/14/19),IEC60076-1993,65/60,65,Mineral Oil,72000,44000,,14400,48000,16000,,"TRANSFORMER, OIL TYPE, 50MVA, 112.5KV/23KV, EAKARAT",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.677417, 101.135217",,Distribution Transformer,,100,5,20,15,20,20,20,20,100,2025-04-09
FC203816,TR-WH,Warehouse Transformer,SITE3,-,-,2009-01-02 00:00:00,CHAROENCHAI,"CHAROENCHAI TRANSFORMER CO., LTD.",THAILAND,-,1600,-,6.9,0.4,,133.88,2309.4,,ONAN,NLTC,3,Dyn11,6.13,6.13% 1600KVA at 75C,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.672656, 101.135984",,Auxiliary Transformer,,100,5,20,0,,,,,63,2025-04-09
K757926,32-90-CAPE-XF-2,CAPE-XF-2 (Tower2),SITE3,32,-,2001-01-01 00:00:00,SIEMENS,-,-,4GB5939-9DC,1000,100kVA,6.9,0.416,,83.7,1388,,AN,NLTC,3,Dyn11,6.0,6.0%,IEC 60076,-,F/F,Cast Resin,2420,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.673239, 101.135898",,Auxiliary Transformer,,88.89,5,4,0,,,,,36,2025-04-09
K757927,32-90-CAPE-XF-1,CAPE-XF-1(Tower1),SITE3,32,-,2001-01-01 00:00:00,SIEMENS,-,-,4GB5939-9DC,800,800kVA,6.9,0.416,,66.9,1110,,-,NLTC,3,Dyn11,5.9,5.9%,IEC76-726,AN,F/F,Cast Resin,1890,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.665796, 101.136133",,Auxiliary Transformer,,88.89,5,4,0,,,,,36,2025-04-09
K810289,36-51-50MBJ01GT002,CTG5 SFC,SITE3,36,51,2010-01-01 00:00:00,SIEMENS,GEAFOL,Germany,4GD6543-9DG,2900,,6.9,1.8,,242.7,930.2,,AN,NLTC,3,Dy5,5.9,,IEC 60076-11,,,Cast Resin,6120,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676382833835367, 101.13724682008896",,Auxiliary Transformer,,66.67,5,9,0,,,,,56,2025-04-09
K810290,36-51-50MKC01GT002,CTG5 SEE,SITE3,36,51,2010-01-01 00:00:00,SIEMENS,GEAFOL,,4GD6243-1DG,1430,,6.9,0.54,,119.6,1529,,AN,NLTC,3,Dy5,6.3,,IEC 60076-11,,,Cast Resin,3310,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676424, 101.137240",,Auxiliary Transformer,,77.78,5,16,0,,,,,84,2025-04-09
K810291,36-51-52MKC01GT002,ST SEE,SITE3,36,51,2010-01-01 00:00:00,SIEMENS,GEAFOL,,4GD5943-1DG,850,,6.9,0.54,,71.1,909,,AN,NLTC,3,Dy5,6.2,,IEC 60076-11,,AC28-L175/AC3,Cast Resin,2130,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.676344751309312, 101.13724731961591",,Auxiliary Transformer,,77.78,5,19,0,,,,,96,2025-04-09
N/A,32-90-CAPE-XF-5,TR5.30.EN,SITE3,ABB,32,1998-07-29 00:00:00,ABB,ABB,THAILAND,,1600,,6.9,0.416,,133.88,2220.58,,ONAN,NLTC,3,Dyn0,,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Others,Others,,OIL TYPE,2,"12.673165, 101.136772",,Auxiliary Transformer,,100,5,4,0,,,,,23,2025-04-09
PBE0579,31-42-RGTK-XF-2,RGTK-XF-2,SITE3,31,31,1997-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,,,1150,1000/1150 kVA,11.5,0.416,,57.74,1596,,OA,NLTC,3,Dyn9,5.62,5.62 at 1150 kVA,,65,65,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.676717, 101.137084",,Auxiliary Transformer,,100,5,9,15,,,,,73,2025-04-09
PBE0580,31-41-RGTK-XF-1,RGTK-XF-1,SITE3,31,41,1996-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,,,1150,100/1150 KVA,11.5,0.416,,57.74,1596,,OA,NLTC,3,Dyn9,5.84,5.84 % at 1150 KVA,,65,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.676924, 101.137084",,Auxiliary Transformer,,100,5,9,15,,,,,73,2025-04-09
PBJ1198,31-12-1GTK-XF-1B,1GTK-XF-1B,SITE3,31,12,1996-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,-,-,1150,1000/1150 KVA,11.5,0.416,,57.74,1596,,OA/FFA,NLTC,3,Dy1,5.77,5.77 % at base rating,,65,,Mineral Oil,-,-,,-,,1003.1341 (265 Gal.),,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.67688, 101.135791",,Auxiliary Transformer,,100,5,13,15,,,,,83,2025-04-09
PBJ1200,31-11-1GTK-XF-1A,1GTK-XF-1A,SITE3,31,11,1996-01-01 00:00:00,ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,,,1000,1000/1150KVA,11.5,0.416,,57.74,1596,,OA,OLTC1,3,Dyn1,5.67,,,65,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,-,OIL TYPE,2,"12.676866, 101.13606",,Auxiliary Transformer,,100,5,15,15,,,,,88,2025-04-09
PBK1325,31-21-2GTK-XF-1A,2GTK-XF-1A,SITE3,31,21,1997-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,,,1000,1000/1150 KVA,11.5,0.416,,57.74,1596,,OA/FFA,NLTC,3,Dy1,5.67,5.67% at 1150 KVA,,65,,Mineral Oil,,,,,,1003.1341 (265 Gal.),,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676882, 101.135034",,Auxiliary Transformer,,100,5,11,0,,,,,40,2025-04-09
PBL1465,31-22-2GTK-XF-1B,2GTK-XF-1B,SITE3,31,22,1997-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,,,1000,1000/1150 KVA,11.5,0.416,,57.74,1596,,OA/FFA,NLTC,3,Dyn1,5.83,5.83 % at base rating,,65,,Mineral Oil,,,,,,1003.1341 (265 Gal.),,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673872, 101.137525",,Auxiliary Transformer,,100,5,9,15,,,,,73,2025-04-09
PCD0277,32-21-2APC-XF-24,2APC-XF-24,SITE3,32,21,2008-01-01 00:00:00,SIEMENS,SIEMENS ENERGY&AUTOMOTION,USA,,862,750/862 KVA,6.9,0.416,,72.12,1196.37,,OA/FFA,NLTC,3,Ynyn0,6.17,6.17 % at base rating,,65,,Mineral Oil,,,,,,760.86,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673827, 101.137528",,Auxiliary Transformer,,22.22,5,20,15,,,,,100,2025-04-09
PCL1429,32-11-1APC-XF-24,1APC-XF-24,SITE3,32,11,1999-01-01 00:00:00,SIEMENS,SIEMENS,USA,,862,750/862 KVA,6.9,0.416,,72.12,1196.37,,OA/FFA,NLTC,3,YNyn0,6.31,6.31 % at base rating,,65,,Mineral Oil,,,,,,760.86,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.673872, 101.13753",,Auxiliary Transformer,,22.22,5,20,0,,,,,63,2025-04-09
PP0016B01,33-32-32BAT10,CTG3B GSUT,SITE3,22,33,2004-01-01 00:00:00,DAIHEN,"DAIHEN ELECTRIC CO., LTD.",,,51500,30.9/41.2/51.5MVA,118,11.5,,252,2586,,ONAN/ONAF,OLTC1,3,YNd1,12.32,12.67/12.32/12.01(POS 1/3/5),IEC60076-2000,57/52,57,Mineral Oil,71000,38000,,,49000,17300,,"TRANSFORMER, OIL TYPE, 51.5MVA, 118KV/11.5KV, DAIHEN",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,2,"12.677036, 101.133769",,GSUT,,75,5,20,15,0,0,0,0,100,2026-07-02
PP0050B01,33-31-31BAT10,CTG3A GSUT,SITE3,22,33,2005-01-01 00:00:00,DAIHEN,"DAIHEN ELECTRIC CO., LTD.",,,51500,30.9/41.2/51.5MVA,118,11.5,,252,2586,,ONAN/ONAF,OLTC1,3,YNd1,12.07,12.41/12.07/11.77(POS 1/3/5),IEC60076-2000,57/52,57,Mineral Oil,71000,38000,,,49000,17300,,"TRANSFORMER, OIL TYPE, 51.5MVA, 118KV/11.5KV, DAIHEN",EMM,OIL-TO-AIR,OIL-TO-OIL,EMM,OIL TYPE,2,"12.677056, 101.133877",1525161912-GSUTCTG3A.03.EN-02.JPG,GSUT,,83.33,5,20,15,0,20,0,0,100,2025-04-09
PTE 1689/01,31-90-CPPB-XF-KT4A,KT4A.30.EN,SITE3,20,31,1998-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,ENGLAND,,200000,120/160/200MVA,230,121,11,502,954,,ONAN/ONAF,OLTC3,3,YNa0(d1),15.29,"15.6, 21, 40/15.4, 21, 40/16.4, 21, 40",ANSI C57.12.00-1993,60/60,60,Mineral Oil,176500,76500,47000,53000,,61250,,"TRANSFORMER, OIL TYPE, 200MVA, 230KV/121KV, GEC ALSTOM",EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,3,"12.677816, 101.133827",1519287466-KT4A.jpg,Distribution Transformer,,100,5,20,15,20,20,9.334,9.334,89,2026-04-17
PTE 1689/02,31-90-CPPB-XF-KT5A,KT5A.30.EN,SITE3,20,31,1998-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,ENGLAND,,200000,120/160/200MVA,230,121,11,502,954,,ONAN/ONAF,OLTC3,3,YNa0(d1),"15.4, 21, 40","15.6, 21, 40/15.4, 21, 40/16.4, 21, 40",ANSI C57.12.00-1993,60/60,60,Mineral Oil,176500,76500,47000,53000,,61250,,"TRANSFORMER, OIL TYPE, 200MVA, 230KV/121KV, GEC ALSTOM",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,3,"12.677609, 101.133914",,Distribution Transformer,,100,5,20,15,20,20,14.666,14.666,95,2025-04-23
PTE 1689/03,31-90-CPPB-XF-KT6A,KT6A.30.EN,SITE3,20,31,1998-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,ENGLAND,,200000,120/160/200MVA,230,121,11,502,954,,ONAN/ONAF,OLTC3,3,YNa0(d1),"15.4, 21, 40","15.6, 21, 40/15.4, 21, 40/16.4, 21, 40",ANSI C57.12.00-1993,60/60,60,Mineral Oil,176500,76500,47000,53000,,61250,,"TRANSFORMER, OIL TYPE, 200MVA, 230KV/121KV, GEC ALSTOM",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,3,"12.677816, 101.13401",,Distribution Transformer,,100,5,20,15,20,20,4,4,84,2026-04-17
PTE 1689/04,31-90-CPPB-XF-KT7A,KT7A.30.EN,SITE3,20,31,1998-01-01 00:00:00,GEC ALSTHOM,GEC ALSTOM T&D TRANSFORMERS LIMITED,ENGLAND,,200000,120/160/200MVA,230,121,11,502,954,,ONAN/ONAF,OLTC3,3,YNa0(d1),"15.4, 21, 40","15.6, 21, 40/15.4, 21, 40/16.4, 21, 40",ANSI C57.12.00-1993,60/60,60,Mineral Oil,176500,76500,47000,53000,,61250,,"TRANSFORMER, OIL TYPE, 200MVA, 230KV/121KV, GEC ALSTOM",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,3,"12.677607, 101.134104",,Distribution Transformer,,100,5,20,15,20,18.666,20,20,99,2025-04-23
VN00408,36-51-51BBT01GT001,CTG5 UAT,SITE3,36,51BBT01GT001.30.EN,2009-01-01 00:00:00,ABB,ABB,,,20000,-,20,6.9,,577.4,1674,,ONAN,NLTC,3,Dyn1,6.68,20 MVA,IEC 60076,65/52,Li125 AC50/Li60 AC20,Mineral Oil,38000,20000,29500,9000,,10120,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.676422, 101.136791",,Unit Auxiliary Transformer,,100,5,17,15,,,,,93,2025-03-03
VN85030801_1,34-31-3APC-XF-1,3APC-XF-1,SITE3,34,31,2008-01-01 00:00:00,HYOSUNG,HYOSUNG CORPORATION,KOREA,-,2500,2500kVA,6.9,0.437,,209.2,3302.9,,AN,NLTC,3,Dyn11,8.08,8.08 AT 120C,IEC60726,100,H,Cast Resin,-,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.67684, 101.13428",,Auxiliary Transformer,,100,5,17,0,,,,,88,2025-04-09
VN85030801_2,34-31-3APC-XF-2,3APC-XF-2,SITE3,34,31,2008-01-01 00:00:00,HYOSUNG,HYOSUNG CORPORATION,KOREA,-,2500,2500kVA,6.9,0.437,,209.2,3302.9,,AN,NLTC,3,Dyn11,8.17,8.17 AT 120C,IEC60726,100,H,Cast Resin,-,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.676769, 101.134276",,Auxiliary Transformer,,88.89,5,13,0,,,,,72,2025-04-09
424758_01,51-21-21BFT10,21BFT10,SITE4,24,51,2001-01-01 00:00:00,ALSTOM,ALSTOM,,TTG 2510-8,2500,2500kVA,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.4,,IEC 60076,,F/F,Cast Resin,7200,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"13.086876, 101.085721",,Auxiliary Transformer,,,,,,,,,,0,
424758_02,51-21-21BFT30,21BFT30,SITE4,,,2001-01-01 00:00:00,ALSTOM,ALSTOM,,,2500,2500kVA,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.32,,IEC 60076,,,Cast Resin,7200,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"13.085607, 101.085883",,Auxiliary Transformer,,,,,,,,,,0,
424758_03,51-11-11BFT10,11BFT10,SITE4,24,51,2001-01-01 00:00:00,ALSTOM,ALSTOM,,TTG 2510-8,2500,2500kVA,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.35,,IEC 60076,,,Cast Resin,7200,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"13.086279, 101.085704",,Auxiliary Transformer,,,,,,,,,,0,
424758_04,51-11-11BFT20,11BFT20,SITE4,24,51,2001-01-01 00:00:00,ALSTOM,ALSTOM,,TTG 2510-8,2500,2500kVA,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.37,,IEC 60076,,,Cast Resin,7200,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"13.086279, 101.085704",,Auxiliary Transformer,,,,,,,,,,0,
424759_01,51-11-11BFT30,11BFT30,SITE4,24,51,2001-01-01 00:00:00,ALSTOM,ALSTOM,,TTG 2510-8,2500,,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.35,,IEC 60076,,,Cast Resin,7200,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,DRY TYPE,2,"13.085597, 101.085888",,Auxiliary Transformer,,,,,,,,,,0,
424759_02,51-21-21BFT20,21BFT20,SITE4,24,51,2001-01-01 00:00:00,ALSTOM,ALSTOM,,TTG 2510-8,2500,2500kVA,6.6,0.42,,218.7,3436.7,,AN,NLTC,3,Dyn1,8.39,,IEC 60076,,,Cast Resin,7200,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"13.086871, 101.085754",,Auxiliary Transformer,,,,,,,,,,0,
5217612,51-21-21MKC50,21MKC50,SITE4,24,51,2001-01-01 00:00:00,ABB,ABB Transmit Oy,Finland,KTMP/M 24 HC 4800,4100,4100kVA,21,0.52,,112.7,4552,,KNAN,NLTC,3,Dy5,7.9,,IEC 60076,55,,Mineral Oil,11500,6800,,2100,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.086643, 101.085791",,Auxiliary Transformer,,,,,,,,,,0,
5217613,51-11-11MKC50,11MKC50,SITE4,24,51,2001-01-01 00:00:00,ABB,ABB Transmit Oy,Finland,KTMP/M 24 HC 4800,4100,4100kVA,21,0.52,,112.7,4552,,KNAN,NLTC,3,Dy5,7.9,,IEC 60076,55,,Synthetic Ester,11500,8800,,2100,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.086023, 101.085805",,Auxiliary Transformer,,,,,,,,,,0,
T012006,51-11-11BAT10,11BAT10,SITE4,24,51,2001-01-01 00:00:00,HYUNDAI,"Hyundai Heavy Industries Co.,Ltd.","ULAN, KOREA",TL - 0747,500000,300/500MVA,235,21,,1228,13747,,ONAN/ONAF,OLTC3,3,YNd1,18.27,"AT75C,500MVA",IEC-76,55/60,-,Mineral Oil,416000,233500,92500,90000,278500,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.086235, 101.085516",,GSUT,,,,,,,,,,0,
T012023,51-21-21BAT10,21BAT10,SITE4,24,51,2001-01-01 00:00:00,HYUNDAI,"Hyundai Heavy Industries Co.,Ltd.","ULAN, KOREA",TL - 0747,500000,300/500MVA,235,21,,1228,13747,,ONAN/ONAF,OLTC3,3,YNd1,18.26,"AT75C,500MVA",IEC-76,55/50,-,Mineral Oil,416000,233500,92500,90000,278500,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.086833, 101.085536",,GSUT,,,,,,,,,,0,
T013001,51-11-11BBT20,11BBT20,SITE4,24,51,2001-01-01 00:00:00,HYUNDAI,"Hyundai Heavy Industries Co.,Ltd.","ULAN, KOREA",TM-0853,40000,24/40MVA,21,6.75,6.2,1100,2138,1890,ONAN/ONAF,NLTC,3,Dyn1y1,10.63,HV-XV BASED ON 25MVA,IEC-76,55/50,-,Mineral Oil,64500,33000,18000,13500,56000,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.086207, 101.08561",,Unit Auxiliary Transformer,,,,,,,,,,0,
T013007,51-21-21BBT20,21BBT20,SITE4,24,51,2001-01-01 00:00:00,HYUNDAI,"Hyundai Heavy Industries Co.,Ltd.","ULAN, KOREA",TM-0853,40000,24/40MVA,21,6.75,6.2,1100,2138,1890,ONAN/ONAF,NLTC,3,Dyn1y1,10.42,,IEC-76,65/50,-,Mineral Oil,64500,33000,18000,13500,56000,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.086803, 101.085619",,Unit Auxiliary Transformer,,,,,,,,,,0,
4700830,TR-40002.50.EN,TR 40002,SITE5,26,16,2004-06-30 00:00:00,AKARAT,AKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,-,2500,-,22,0.4,,65.61,3608.44,,ONAN,NLTC,3,Dyn11,5.98,,IEC 60076,60K,-,Mineral Oil,6720,3250,-,-,-,1883,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.000378, 101.136433",,Auxiliary Transformer,,66.67,5,17,15,,,,,93,2024-01-29
4700831,TR-40001.50EN,TR 40001,SITE5,26,16,2004-06-30 00:00:00,AKARAT,AKARAT ENGINEERING PUBLIC COMPANY LIMITED,THAILAND,-,2500,2500kVA,22,0.4,,65.61,3608.44,,ONAN,NLTC,3,Dyn11,5.96,,IEC 60076,60K,-,Mineral Oil,6720,3250,,,,1883,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.000418, 101.136379",,Auxiliary Transformer,,66.67,5,17,15,,,,,93,2024-01-29
5710876,GEG-TR2-AUX.50.EN,GEG5-6 AUX-TR 2,SITE5,26,16,2014-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,LH21,630,630kVA,11,0.4,,33.1,909.3,,ONAN,NLTC,3,Dyn11,3.97,"Tap 3, 6-3, 75 C",IEC 60076,50/55 K,A,Mineral Oil,2600,1315,-,-,-,550,-,-,Plant Maintenance,Oil-To-Air,Oil-To-Air,-,OIL TYPE,2,"13.001303, 101.137398",,Auxiliary Transformer,,11.11,5,20,15,,,,,100,2020-04-17
5710877,GE-TR2,GE-TR2,SITE5,26,16,2014-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 3W 28 350 / 22,25000,20000/25000KVA,22,11,,656.1,1312,,ONAN/ONAF,OLTC1,3,YNd11,9.88,75 C,IEC 60076,,,Mineral Oil,46400,,,10890,39500,,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.00133, 101.13703",,GSUT,,16.67,5,20,15,20,0,0,0,100,2024-01-25
EDP004301,16-19-SUB-22-TR401,TR401,SITE5,26,16,1995-01-01 00:00:00,EKARAT-DAIHEN,"EAKARAT-DAIHEN TRANSFORMER CO., LTD",,-,25000,20000/25000KVA,115,22,,126,656,,ONAN/ONAF,OLTC1,3,Dyn11,9.72,9.72/12.16,IEC 76-1993,60 / 65 K,-,Mineral Oil,49500,25700,,12690,33500,13900,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.001408, 101.136736",,Distribution Transformer,,83.33,5,20,15,20,0,0,0,100,2024-01-29
EDP018401,16-19-SUB-22-TR501,TR 501,SITE5,26,16,2001-01-01 00:00:00,DAIHEN,"DAIHEN ELECTRIC Co.,Ltd",-,-,25000,20000/25000KVA,115,22,,126,656,,ONAN/ONAF,OLTC1,3,Dyn11,12.03,12.55 / 12.03 / 11.64,IEC76-1993,60 / 65,-,Mineral Oil,49500,25700,,12600,33500,13800,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.001387, 101.136812",,Distribution Transformer,,75,5,15,15,20,20,0,0,94,2024-04-04
ET8712/1,16-11-GEN-T101,TR101,SITE5,26,16,1999-01-01 00:00:00,CROMPTON GREAVES,"CG TRANSFORMER AND REACTOR CO., LTD",INDIA,-,48000,48 MVA,123,11,,225.3,2519.3,,ONAN,OLTC1,3,YNd1,11.97,,IEC 76-1976/1993,50/55 C,,Mineral Oil,89000,41000,-,19950,-,22800,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.000813, 101.13651",,GSUT,,100,5,20,15,20,0,20,20,80,2024-01-25
