SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
PBE0580,2018-08-29 00:00:00,200,-,5.792,-,-,-,-,-,-,7.201,-,-,-,-,6.685,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,50,1191,994.3,1266,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,2018-04-19,31,38,-,58,,0
9624007,2018-08-29 00:00:00,200,-,45.2370,-,-,-,-,-,-,43.2140,-,-,-,-,40.0790,-,-,-,-,0.53,-,-,-,-,1.79,-,-,-,-,0.20,-,-,-,200,204.98,168.0,200.19,-,-,-,-,-,-,-,-,-,-,-,Mr.Chaichaleom Waihor,Jirasak S.,TIS,GLOW,TESTRANO 600,DA212X,2018-04-19,34,45,41,60,,1.79
243597801,2018-08-29 00:00:00,200,,,,C,98.445,,,,,,86.306,,,,,92.97,,,,,0.00,,,,,0.00,,,,,0.00,,50,3688,3065,3538,,,,,98.445,86.306,92.97,,,,,Mr Chaichaleom Waihor,Mr Primchart Promkhandee,"TIS Engineering and Service co., Ltd",ENGIE GLOW,TESTRANO 600,DA212X,2018-04-19,,,,,,0
243597802,2018-08-29 00:00:00,200,-,-,-,D-F,100.156,-,-,-,-,-,65.698,-,-,-,-,96.753,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4484,2819,4316,-,-,-,-,100.156,65.698,96.753,-,-,-,-,Mr.Chaichaleom Waihor,Pimchart P.,TIS,GLOW,TESTRANO 600,DA212X,2018-04-19,27,-,27,53,,0
EDP008001,2018-06-21 00:00:00,200,1.277,1.599,2.0733,-,-,-,-,0.813,1.018,1.323,-,-,1.314,1.637,2.1291,-,-,0.55,0.06,0.01,-,-,0.00,0.20,0.00,-,-,0.08,0.06,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181071638,MR.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193X,2018-02-16,30,38,38,65,,0.55
3911888,2018-06-21 00:00:00,200,-,1.266,-,,-,,-,-,0.940,-,-,-,-,0.928,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,,,,,,,,,-,-,-,-,-,-,181071638,MR.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193X,2018-02-16,35,30,-,55,,0
PTE 1689/02,2018-06-03 00:00:00,200,3.1,6.8,8.1,,,,,4.8,5.4,6.3,,,4.8,5.5,6.4,,,0.10,0.60,0.60,,,1.17,0.37,0.40,,,1.90,0.38,1.37,,,200,6.472,5.433,6.828,,,,,,,,,,,,,,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,89550211,2017-03-03,35,30,34,54,,1.9
57001,2018-06-01 00:00:00,200,2.210,2.64900,3.06800,,,,,1.86000,2.40300,2.78300,,,2.3300,3.39300,4.14300,,,90.78,70.35,16.04,,,91.93,113.60,31.71,,,89.70,195.56,106.53,,,200,66.2100,42.1710,46.5890,,,,,,,,,,,,,Mr.Methee Meechitti,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTANO600,DA212X,,34,38,38,61,,0
5011857,2018-05-06 00:00:00,200,-,22.682,-,-,-,-,-,-,16.969,-,-,-,-,23.131,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.04,-,-,-,200,287.38,238.38,354.93,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,87830011,2017-07-27,32,41,41,67,,0.04
5011858,2018-05-05 00:00:00,200,21.7230,25.0170,29.2770,-,-,-,-,23.3390,27.0170,31.9980,-,-,30.2260,34.7190,40.1090,-,-,8.61,10.35,9.65,-,-,16.91,16.23,15.79,-,-,28.46,28.35,29.05,-,-,200,255.40,187.41,211.15,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,87830011,2017-07-27,34,34,34,63,,29.05
VN85030801_1,2018-04-29 00:00:00,200,-,-,-,3-5,23.388,-,-,-,-,-,19.342,-,-,-,-,25.755,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,2291.6,1836,2301.9,-,-,-,-,23.388,19.342,25.755,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89820090,2017-05-03,23,-,-,65,,0
VN85030801_2,2018-04-29 00:00:00,200,-,-,-,3-5,23.796,-,-,-,-,-,19.931,-,-,-,-,26.813,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,2353,1858,2332,-,-,-,-,23.796,19.931,26.813,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89820090,2017-05-03,23,-,-,65,,0
332162H502_8727F,2018-04-29 00:00:00,200,-,-,-,2-3,145.84,-,-,-,-,-,116.21,-,-,-,-,150.27,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,5.073,3.858,4.938,-,-,-,-,145.84,116.21,150.27,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89550211,2017-03-03,27,-,-,48,,0
4612314,2018-02-17 00:00:00,200,5.318,6.234,7.445,-,-,-,-,9.423,11.185,13.810,-,-,5.861,6.945,8.326,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,38.974,33.201,51.640,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,88700531,2017-03-03,31,36,32,70,,0
1LKR040038TER,2018-02-16 00:00:00,200,-,-,-,3-5,27.05,-,-,-,-,-,21.57,-,-,-,-,27.12,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,1448,1133,1435,-,-,-,-,27.05,21.57,27.12,-,-,-,171052399,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,88700531,2017-03-03,26,-,26,67,,0
ET8712/1,2018-02-01 00:00:00,200,4.069,4.443,5.520,,,,,3.431,3.684,4.466,,,4.247,4.622,5.753,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,200,79.68,61.41,85.16,,,,,,,,,,,,Mr. Phanuphong I.,Mr. Pitsanuvet K.,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,Variac/Fluke189,88700531,,35,34,35,53,,0
3710738,2017-12-13 00:00:00,200,3.51,-,-,-,-,-,-,2.08,-,-,-,-,2.51,-,-,-,-,1.46,-,-,-,-,11.30,-,-,-,-,4.85,-,-,-,-,50,922,670,941,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Pimchart P.,TIS,GLOW,Variac/Fulke 189,887005532,2017-03-30,32,50,-,60,,11.3
PBK1325,2017-12-05 00:00:00,200,,4.271,,,,,,,4.664,,,,,6.877,,,,,25.32,,,,,9.79,,,,,62.19,,,,50,1053,785,994,-,-,-,-,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,2017-03-03,27,38,,62,,62.19
PBL1465,2017-12-05 00:00:00,200,-,5.379,-,,-,,-,-,5.862,-,-,-,-,8.595,-,-,-,-,60.76,-,-,-,-,24.99,-,-,-,-,102.71,-,-,-,50,1053,820,1043,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,2017-03-03,29,38,,64,,102.71
332162H502_8727H,2017-12-01 00:00:00,200,-,-,-,2-3,106.5,-,-,-,-,-,89.8,-,-,-,-,107.7,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4195,3101,4165,-,-,-,-,106.5,89.8,107.7,-,-,-,,Chaichaleom W.,Teerasak W.,TIS,GLOW,Variac/Fulke 87V,38710531,2017-05-03,25,-,-,62,,0
332162H501_8727D,2017-11-30 00:00:00,200,-,-,-,2-3,132.9,-,-,-,-,-,105.8,-,-,-,-,133.0,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,4758,3658,4733,-,-,-,-,132.9,105.8,133.0,-,-,-,-,Mr.Chaichaleom Waihor,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 87V,38710531,2017-05-03,26,-,-,51,,0
383204886,2017-10-08 00:00:00,200,-,-,-,4,19.47,-,-,-,-,-,14.71,-,-,-,-,15.6,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,95.7,74.3,82.7,-,-,-,-,19.47,14.71,15.6,-,-,-,171089341,Chaichaleom W.,Pimchart P.,TIS,GLOW,Variac/Fulke 87V,39270254,2017-03-01,32,38,-,63,,0
4710349,2017-10-07 00:00:00,-,12.2,13.44,14.9,,,,,6.635,7.236,7.9,,,7.3,8.0,8.7,,,,0.00,,,,,0.00,,,,,0.00,,,,200,73.10,100.30,84.70,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 87.5,39270254,2017-07-01,36,34,34,46,,0.99
4710347,2017-09-05 00:00:00,200,,,4.290,,,,,,,3.33,,,,,4.28,,,,,5.08,,,,,1.46,,,,,11.18,,,200,59.61,82.60,80,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 189,21070063,2017-03-01,34,39,39,57,,1
383204884,2017-08-01 00:00:00,200,-,-,-,4,18.079,,-,-,-,-,12.406,-,-,-,-,14.315,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,96.63,66.58,77.36,-,-,-,-,18.079,12.406,14.315,-,-,-,-,Chaichaleom W.,Pimchart P.,TIS,GLOW,Variac/Fulke 189,21070063,2017-03-01,34,38,-,65,,0
4710348,2017-08-01 00:00:00,200,3.9870,5.0490,4.82740,,,,,3.080,3.9190,3.56670,,,4.180,4.8330,4.31810,,,,0.00,,,,,0.00,,,,,0.00,,,,200,73.46,91.61,95.27,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 189,21070063,2017-03-01,34,39,40,61,,0
510049,2017-07-18 00:00:00,200,1.0290,1.2190,1.6570,,,,,0.8280,0.990,1.3680,,,1.0910,1.3190,1.8030,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.23,0.00,,,200,3.593,3.004,3.948,,,,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,89550211,2017-03-03,34,33,32,65,,0.23
9724074,2017-06-20 00:00:00,200,,38.835,,,,,,,50.716,,,,,56.54,,,,,0.00,,,,,0.00,,,,,0.00,,,,200,314.8,224.9,289.2,,,,,,,,,,,,Anusit S.,Weerachai K.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Variac / Fluke 189,89550211,,38,39,40,45,,0
332162H501_8727B,2017-06-12 00:00:00,200,-,-,-,2-3,122.08,-,-,-,-,-,94.11,-,-,-,-,134.66,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4.667,3.516,4.726,-,-,-,-,122.08,94.11,134.66,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,2017-03-03,25,,,48,,0
332162H5018727A,2017-06-09 00:00:00,200,-,-,-,2-3,155.65,-,-,-,-,-,117.08,-,-,-,-,147.31,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4.789,3.804,4.908,-,-,-,-,155.65,117.08,147.31,-,-,-,,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,2017-03-03,26,-,-,47,,0
332162H501_8727E,2017-06-08 00:00:00,200,-,-,-,2-3,127.23,-,-,-,-,-,102.1,-,-,-,-,130.43,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4.921,3.837,4.937,-,-,-,-,127.23,102.1,130.43,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,2017-03-03,25,-,-,56,,0
PBJ1200,2017-06-05 00:00:00,200,,2.894,,,,,,,3.578,,,,,4.023,,,,,14.18,,,,,15.75,,,,,16.33,,,,50,976.1,725,937.3,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,2017-03-03,34,50,,67,,16.33
PBJ1198,2017-06-01 00:00:00,200,-,3.697,-,-,-,-,-,-,5.301,-,-,-,-,4.443,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,50,993.6,784.8,1006.6,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,89550211,2017-03-03,34,50,-,67,,0
3905095,2017-03-03 00:00:00,200,-,-,-,4,2.952,-,-,-,-,-,2.251,-,-,-,-,3.35,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,62.04,46.86,69.72,-,-,-,-,2.952,2.251,3.35,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,2016-03-16,37,42,,47,,0
56018,2017-02-14 00:00:00,200,2.219,2.902,3.922,,,,,1.865,2.347,3.153,,,2.356,3.089,4.167,,,1.75,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,200,50.056,30.736,57.710,,,,,,,,,,,,Mr. Anusit Sara,Mr. Sumet Nanta,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Variac/ Fluke 189,89550211,2016-03-16,32,37,37,34,,1.75
1LKR091729,2017-01-25 00:00:00,200,,24.408,,,,,,,30.218,,,,,33.526,,,,,0.00,,,,,0.00,,,,,0.00,,,,50,2.905,2.352,2.917,,,,,,,,,,,,Chaiyasit J.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Variac / Fluke 189,88700532,2016-09-30,27,,,39,,0
1LKR091730,2017-01-24 00:00:00,200,-,-,-,3-5,20.281,-,-,-,-,-,26.395,-,-,-,-,24.516,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,2.736,2.318,2.960,-,-,-,-,20.281,26.395,24.516,-,-,-,-,Mr.Chaiyasit Junchay,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,2016-09-30,26,-,-,35,,0
VN85042302_2,2017-01-18 00:00:00,200,-,6.597,-,-,-,-,-,-,8.035,-,-,-,-,8.092,-,-,-,-,1.82,-,-,-,-,18.79,-,-,-,-,9.01,-,-,-,50,1.957,1.561,1.939,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,24,-,-,47,,18.79
VN85042301_1,2017-01-17 00:00:00,200,-,15.106,-,-,-,-,-,-,18.891,-,-,-,-,18.885,-,-,-,-,3.20,-,-,-,-,3.56,-,-,-,-,5.62,-,-,-,50,4.247,3.323,4.224,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,26,-,-,40,,5.62
VN85040202_1,2017-01-17 00:00:00,200,-,6.494,-,-,-,-,-,-,8.06,-,-,-,-,8.059,-,-,-,-,1.77,-,-,-,-,6.82,-,-,-,-,18.60,-,-,-,50,2.014,1.626,2.011,-,-,-,-,-,-,-,-,-,-,-,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,24,-,-,48,,18.6
VN85040201_1,2017-01-15 00:00:00,200,-,11.797,-,-,-,-,-,-,14.416,-,-,-,-,14.224,-,-,-,-,4.57,-,-,-,-,0.66,-,-,-,-,0.44,-,-,-,50,2656,2121,2660,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak  Ph.,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,88700532,2016-09-30,25,-,-,44,,4.57
VN85040204_1,2017-01-15 00:00:00,200,-,13.393,-,-,-,-,-,-,16.179,-,-,-,-,16.633,-,-,-,-,20.31,-,-,-,-,16.00,-,-,-,-,9.85,-,-,-,50,2.606,2.1,2.623,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,25,-,-,44,,20.31
VN85040201_3,2017-01-15 00:00:00,200,,9.730,-,-,-,-,-,,11.984,-,-,-,,12.047,-,-,-,,1.76,-,-,-,,0.60,-,-,-,,13.07,-,-,-,50,2585,2025,2566,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak  Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Variac/Fulke189,88700532,2016-09-30,25,-,-,44,,13.07
VN85042302_1,2017-01-13 00:00:00,200,-,6.737,,-,-,-,-,-,8.190,,-,-,-,8.238,,-,-,-,4.81,,-,-,-,8.82,,-,-,-,9.60,,-,-,50,1.949,1.572,1.943,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,24,,,47,,9.6
VN85040202_2,2017-01-10 00:00:00,200,-,6.507,-,-,-,-,-,-,7.938,-,-,-,-,8.072,-,-,-,-,13.05,-,-,-,-,9.70,-,-,-,-,10.05,-,-,-,50,1.954,1.571,1.936,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,25,-,-,42,,13.05
VN85042301_2,2017-01-10 00:00:00,200,-,12.305,-,-,-,-,-,-,16.269,-,-,-,-,15.478,-,-,-,-,62.96,-,-,-,-,66.55,-,-,-,-,67.39,-,-,-,50,3.893,3.098,3.906,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-10-30,26,-,-,41,,67.39
JD85034202,2017-01-10 00:00:00,200,-,4.045,-,-,-,-,-,-,4.008,-,-,-,-,5.566,-,-,-,-,24.32,-,-,-,-,24.62,-,-,-,-,27.72,-,-,-,50,304.30,393.4,389.1,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,,34,32,32,68,,27.72
3011080056,2017-01-09 00:00:00,200,-,24.970,-,-,-,-,-,-,31.729,-,-,-,-,31.859,-,-,-,-,5.52,-,-,-,-,7.25,-,-,-,-,6.12,-,-,-,200,225.400,173.370,222.370,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Multimeter-Fluke 189,88700532,2016-09-30,34,32,32,68,,7.25
3011080055,2017-01-09 00:00:00,200,-,13.484,-,-,-,-,-,-,17.750,-,-,-,-,17.309,-,-,-,-,6.36,-,-,-,-,5.49,-,-,-,-,53.23,-,-,-,200,151.60,114.50,153.40,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Multimeter-Fluke 189,88700532,2016-09-30,34,32,32,68,,53.23
VN85040204_2,2017-01-06 00:00:00,200,-,9.019,-,-,-,-,-,-,11.036,-,-,-,-,11.316,-,-,-,-,4.99,-,-,-,-,5.00,-,-,-,-,6.32,-,-,-,50,2.407,1.911,2.406,-,-,-,-,-,-,-,-,-,--,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,25,-,-,44,,6.32
VN85040201_2,2017-01-06 00:00:00,200,-,10.521,-,-,-,-,-,-,12.801,-,-,-,-,13.540,-,-,-,-,1.75,-,-,-,-,11.66,-,-,-,-,3.12,-,-,-,50,2699,2136,2682,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak  Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Variac/Fulke189,88700532,2016-09-30,25,-,-,44,,11.66
VN85040201_4,2017-01-06 00:00:00,200,-,8.767,-,-,-,-,-,-,11.076,-,-,-,-,10.861,-,-,-,-,4.12,-,-,-,-,6.40,-,-,-,-,10.31,-,-,-,50,2.563,2.045,2.571,-,-,-,-,-,-,-,-,-,-,-,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,2016-09-30,25,-,-,44,,10.31
4710350,2016-12-23 00:00:00,200,,5.2620,,,,,,,4.6930,,,,,5.7760,,,,,9.90,,,,,25.28,,,,,26.44,,,,200,68.250,96.450,81.080,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,88700532,2016-03-16,34,36,38,68,,2.02
4710345,2016-12-07 00:00:00,200,2.8,3.030,3.309,,,,,2.370,2.48,2.701,,,3.017,3.298,4.3,,,6.98,8.32,1.11,,,3.58,0.12,8.98,,,9.35,9.42,4.84,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,88700532,2016-12-07,34,36,38,68,,9.42
615007,2016-12-03 00:00:00,200,,11.551,,,,,,,8.687,,,,,11.473,,,,,0.00,,,,,0.00,,,,,0.00,,,,200,67.5,49.26,66.810,,,,,,,,,,,,MR Anisit Sara,Mr.Chanin Sornbunthong,"TIS Engineering and Service co., ltd",ENGIE-GLOW,Vanguard / WRM-10,88700532,32016-12-01,34,45,45,47,,0
42755,2016-11-24 00:00:00,200,-,-,-,4,14.2,-,-,-,-,-,12.2,-,-,-,-,13.9,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,78.8,57.7,68.6,-,-,-,-,14.2,12.2,13.9,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,2016-03-16,33,34,34,61,,0
54002,2016-11-24 00:00:00,200,3.7440,4.7450,6.3540,,,,,3.6040,4.64900,6.3190,,,6.390,8.100,10.00,,,1.19,3.15,0.86,,,0.11,3.31,0.30,,,1.43,3.85,0.00,,,200,27.667,27.474,43.289,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Variac/ Fluke 189,88700532,2015-09-30,35,32,32,54,,3.85
4710350,2016-11-23 00:00:00,200,,5.2620,,,,,,,4.6930,,,,,5.7760,,,,,9.90,,,,,25.28,,,,,26.44,,,,200,68.250,96.450,81.080,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Variac / Fluke 189,88700532,2016-03-16,34,36,38,68,,26.44
3710738,2016-11-22 00:00:00,200,2.904,-,-,,-,,-,2.037,-,-,-,-,1.747,-,-,-,-,18.47,-,-,-,-,13.13,-,-,-,-,33.78,-,-,-,-,50,883,635.4,869.2,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,2016-03-16,32,50,-,58,,33.78
3710737,2016-11-22 00:00:00,200,2.9040,-,-,-,-,-,-,2.0370,-,-,-,-,1.7470,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,50,883,635.4,869.2,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,2016-03-16,32,50,-,58,,0
508038,2016-11-15 00:00:00,200,1.8280,2.1560,2.8130,9,2.1160,11,2.2320,1.390,1.6190,2.0480,1.6020,1.7190,1.7020,2.0390,2.6180,2.0010,2.1320,0.00,0.00,8.86,0.00,0.00,0.00,0.00,30.45,0.00,0.00,0.00,0.00,1.32,0.00,0.00,200,11.78,7.546,10.86,,,,,2.1160,1.602,2.001,2.2320,1.719,2.132,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,,,Variac/ Fluke 189,88700532,2015-09-30,39,40,40,54,,3.96
42754,2016-11-11 00:00:00,200,-,-,-,4,13.422,-,-,-,-,-,12.571,-,-,-,-,14.92,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,37.837,25.951,30.999,-,-,-,-,13.422,12.571,14.92,-,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,2016-03-16,34,36,-,53,,0
5011858,2016-10-18 00:00:00,200,45.454,52.086,60.758,-,-,-,-,51.158,60,71.683,-,-,59.782,68.756,79.13,-,-,127.27,129.76,127.56,-,-,82.12,86.05,88.64,-,-,154.07,154.18,154.60,-,-,200,404.5,291.3,346.3,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,89550211,2016-03-16,31,32,34,68,,154.6
VN85030801_2,2016-10-16 00:00:00,200,-,-,-,3-6,20.52,-,-,-,-,-,16.41,-,-,-,-,20.24,-,-,-,-,,-,-,-,-,,-,-,-,-,,-,50,2.280,1.815,2.279,-,-,-,-,20.52,16.41,20.24,-,-,-,,Mr. Anusit S,Mr. Teerasak Wanthong,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,2016-03-16,23,,,60,,0
VN85030801-2,2016-10-16 00:00:00,-,,20.52,,,,,,,16.41,,,,,20.49,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr. Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Variac / Fluke 189,89550211,2016-03-16,23,,,60,,0
