SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
5000575,2023-10-05 00:00:00,2000,-,341.926,-,-,-,-,-,-,132.844,-,-,-,-,310.84,-,-,-,-,0.27,-,-,-,-,0.64,-,-,-,-,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,2023-03-09,37,35,34,56,,0.64
5310991,2023-09-14 00:00:00,10000,-,13.3,-,,-,,-,-,5.468,-,-,-,-,13.661,-,-,-,-,0.00,-,-,-,-,1.26,-,-,-,-,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000013388,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,34,34,70,,1.26
54001,2023-09-14 00:00:00,10000,23.526,31.138,44.167,,-,,-,16.749,22.534,32.556,-,-,23.853,31.552,44.715,-,-,2.29,0.45,0.38,-,-,4.68,2.43,1.74,-,-,3.71,1.40,1.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000013388,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,38,38,70,,4.68
225309,2023-09-11 00:00:00,-,7.98,7.65,8.42,,,,,5.16,5.63,6.21,,,6.98,7.64,8.37,,,0.38,11.56,11.28,,,15.41,15.34,13.87,,,11.20,10.22,10.77,,,50,993.8,744.2,997.30,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,34,34,34,49,SAT,15.41
PTE 1689/01,2023-09-10 00:00:00,10000,15.893,19.037,26.271,,,,,12.143,14.836,21.053,,,18.776,22.547,30.641,,,8.93,7.82,6.77,,,1.95,4.48,11.00,,,0.23,1.93,2.56,,,,,,,,,,,,,,,,,,Prawit Nakrob,Mr.Pimchart P.,Hitachi Energy,GPSC,Testrano 600,CH158W,2023-01-22,28,32,32,65,,11
225310,2023-09-08 00:00:00,200,7.04,7.72,8.47,,,,,5.17,5.66,6.22,,,6.96,7.61,8.37,,,12.00,12.37,12.32,,,22.37,16.27,14.91,,,11.22,12.12,12.08,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,36,36,36,52,SAT,22.37
225310,2023-09-08 00:00:00,200,7.04,7.72,8.47,,,,,5.17,5.66,6.22,,,6.96,7.61,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,36,36,36,52,SAT,
225307,2023-09-08 00:00:00,200,11.16,13.65,15.63,,,,,8.27,10.15,11.60,,,11.15,13.67,15.67,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,34,34,34,52,SAT,0
9640549,2023-08-27 00:00:00,200,-,7.46,-,-,-,-,-,-,6.38,-,-,-,-,7.81,-,-,-,-,0.81,-,-,-,-,4.59,-,-,-,-,1.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,,,,,,,,,4.59
4710349,2023-08-17 00:00:00,10,,51.563,,,,,,,35.332,,,,,50.671,,,,,2.56,,,,,0.26,,,,,0.05,,,,,,,,,,,,,,,,,,,Prawit Nakrob,Pimchart P.,Hitachi Energy,GPSC,TESTRANO 600,CH158W,,,32,32,65,,2.56
PTE 1689/02,2023-08-16 00:00:00,10,17.904,21.052,28.509,,-,,-,12.705,14.054,19.026,-,-,19.018,22.257,29.974,-,-,0.53,0.44,0.21,-,-,5.70,0.24,0.18,-,-,0.17,0.46,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,,,,,,,,5.7
6012333,2023-08-03 00:00:00,10000,14.894,17.539,21.059,,-,,-,5.305,6.232,7.419,-,-,14.653,17.368,20.845,-,-,0.03,0.05,0.04,-,-,0.09,0.03,0.26,-,-,0.02,0.05,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,,,,,,0.26
6110289,2023-08-03 00:00:00,5000,-,11.13,-,,-,,-,-,4.36,-,-,-,-,11.83,-,-,-,-,1.18,-,-,-,-,9.00,-,-,-,-,7.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2021-08-27,,,,,,9
20083122TIC003,2023-06-12 00:00:00,10,283.32,336.53,405.37,-,-,-,-,196.55,233.89,282.35,-,-,288.92,342.83,412.77,-,-,0.39,0.34,0.33,-,-,0.20,0.23,0.27,-,-,0.04,0.18,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,030000002044,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,2023-03-09,30,38,38,68,,0.39
20083122TIC008,2023-06-06 00:00:00,10000,150.5,178.1,213.6,-,-,-,-,107.4,128.1,154.8,-,-,150.5,178.1,213.3,-,-,0.02,0.04,0.01,-,-,0.07,0.05,0.05,-,-,0.04,0.04,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,2023-09-03,32,32,32,69,,0.07
PP0102B01,2023-05-24 00:00:00,10000,12.281,14.676,17.79,,-,,-,3.965,4.787,5.853,-,-,12.247,14.713,17.844,-,-,0.66,0.52,0.51,-,-,1.67,1.85,0.91,-,-,0.39,0.09,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2021-08-27,,,,,,1.85
6512362,2023-05-07 00:00:00,200,4.4609,5.8212,7.0272,,,,,3.6011,4.4313,5.4892,,,4.5030,5.540,6.475,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,-,-,-,-,-,-,-,-,,,,,,,,Mr. PANOM,,TIRATHAI,,FLUKE 8808A,329-018-BO,,33,36,36,69,SAT,0
6110203,2023-04-25 00:00:00,200,16.270,19.205,23.112,,-,,-,11.546,13.455,16.058,-,-,16.505,19.468,23.588,-,-,0.00,0.03,0.01,-,-,0.05,0.04,0.05,-,-,0.03,0.04,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Sanan N.,TIS,GPSC,TESTRANO 600,DA212X,2023-03-09,32,34,33,70,,0.05
6110201,2023-04-24 00:00:00,10000,67.866,86.446,104.073,,-,,-,44.32,57.716,70.801,-,-,68.911,87.461,104.938,-,-,0.20,0.52,0.07,-,-,0.73,1.26,1.14,-,-,1.34,0.53,0.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,35,35,62,,1.34
PP0158B01,2023-04-04 00:00:00,10000,15.2,16.62,18.26,-,-,-,-,4.46,4.9,5.39,-,-,15.49,16.974,18.61,-,-,0.85,0.72,0.54,-,-,2.29,2.30,2.08,-,-,0.00,0.14,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,34,32,32,59,,2.3
PP0181B01,2023-03-15 00:00:00,10000,13.517,14.804,16.284,-,-,-,-,4.677,5.139,5.659,-,-,13.538,14.855,16.318,-,-,0.13,0.03,0.52,-,-,1.67,0.76,1.05,-,-,0.28,0.37,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82452035011,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,34,34,52,,1.67
TP70279703,2023-02-02 00:00:00,200,2.07,3.564,5.056,-,-,-,-,1.31,1.987,2.595,-,-,2.586,,5.211,-,-,0.00,1.83,1.12,-,-,0.00,4.58,0.19,-,-,0.23,,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,DA212X,2022-05-19,31,32,32,42,,4.58
3011080055,2023-01-23 00:00:00,200,-,13.53,-,,,,,-,19.095,-,,,-,18.925,-,,,-,4.29,-,,,-,9.47,-,,,-,9.62,-,,,200,113.55,66.074,414.558,-,-,-,-,,,,,,,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,2022-02-26,32,35,35,42,,9.62
5201091,2023-01-22 00:00:00,200,-,20.9,-,-,-,-,-,-,8.6,-,-,-,-,10.9,-,-,-,-,0.29,-,-,-,-,0.92,-,-,-,-,0.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,32,28,28,60,,0.92
5200524,2023-01-22 00:00:00,200,-,10.88,-,,-,,-,-,8.23,-,-,-,-,10.97,-,-,-,-,0.74,-,-,-,-,0.37,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,32,37,-,60,,0.74
5110022,2023-01-16 00:00:00,10000,-,-,-,2,73.774,-,-,-,-,-,55.108,-,-,-,-,74.085,-,-,-,-,0.01,-,-,-,-,0.01,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,73.77,55.1,74.08,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,35,35,55,,0.01
20083122TIC003,2022-12-15 00:00:00,10000,284.4,337.6,406.7,,-,,-,196.9,234.4,283.1,-,-,289.04,343.4,413.0,-,-,0.01,0.02,0.00,-,-,0.03,0.02,0.01,-,-,0.00,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,GA635A,2021-01-15,31,34,34,66,,0.03
4011560,2022-12-02 00:00:00,10000,-,11.66,-,-,-,-,-,-,5.22,-,-,-,-,12.3,-,-,-,-,0.34,-,-,-,-,1.51,-,-,-,-,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,34,40,40,56,,1.51
5200523,2022-10-28 00:00:00,200,-,12.107,-,,-,,-,-,9.508,-,-,-,-,15.9,-,-,-,-,0.89,-,-,-,-,0.08,-,-,-,-,6.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,30,40,,60,,6
5201090,2022-10-28 00:00:00,200,-,11.028,-,-,-,-,-,-,8.601,-,-,-,-,11.109,-,-,-,-,0.25,-,-,-,-,0.01,-,-,-,-,0.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,31,28,30,60,,0.99
5110021,2022-10-25 00:00:00,10000,-,-,-,2,71.581,-,-,-,-,-,53.576,-,-,-,-,72.497,-,-,-,-,0.11,-,-,-,-,0.14,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,71.5,53.5,72.5,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,32,34,34,60,,0.14
4710348,2022-08-13 00:00:00,10,,46.78,,,,,,,33.8,,,,,46.95,,,,,0.00,,,,,0.01,,,,,0.00,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,GPSC,,Testrano 600,DA212X,,34,33,33,56,,0.01
5110023,2022-08-02 00:00:00,10000,-,28.347,-,-,-,-,-,-,21.641,-,-,-,-,28.612,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,31,30,30,72,,0
4803168,2022-05-28 00:00:00,2500,-,258.765,-,-,-,-,-,-,109.931,-,-,-,-,262.222,-,-,-,-,0.30,-,-,-,-,0.85,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,30,40,40,71,,0.85
4803321,2022-05-28 00:00:00,5000,-,-,-,4,189.297,-,-,-,-,-,93.395,-,-,-,-,189.783,-,-,-,-,0.00,-,-,-,-,0.10,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,189.29,93.3,189.78,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,30,40,32,59,,0.1
4810106,2022-05-25 00:00:00,10000,-,56.32,-,-,-,-,-,-,40.25,-,-,-,-,56.18,-,-,-,-,0.01,-,-,-,-,0.00,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,33,38,38,62,,0.01
5103170,2022-05-23 00:00:00,2500,297.34,-,-,,-,,-,131.92,-,-,-,-,296.11,-,-,-,-,0.11,-,-,-,-,0.70,-,-,-,-,0.04,-,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Tanaruk K.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,34,34,34,63,,0.7
5103171,2022-05-23 00:00:00,2500,247,-,-,,-,,-,105.54,-,-,-,-,247.34,-,-,-,-,0.00,-,-,-,-,0.51,-,-,-,-,0.14,-,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Tanaruk K.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,,,,,,0.51
5103169,2022-05-22 00:00:00,200,18.813,-,-,,-,,-,17.071,-,-,-,-,18.491,-,-,-,-,4.52,-,-,-,-,0.42,-,-,-,-,2.73,-,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,34,38,38,64,,4.52
5103168,2022-05-22 00:00:00,200,14.022,-,-,,-,,-,10.898,-,-,-,-,14.162,-,-,-,-,0.16,-,-,-,-,8.98,-,-,-,-,1.16,-,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,34,34,34,53,,8.98
5103176,2022-05-14 00:00:00,200,-,7.512,-,,-,,-,-,5.901,-,-,-,-,7.569,-,-,-,-,0.16,-,-,-,-,0.02,-,-,-,-,0.92,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,32,52,50,65,,0.92
PTE 1689/04,2022-03-13 00:00:00,10000,20.6,27.6,34.4,,-,,-,15.4,18.4,27.6,-,-,27.3,30.1,40.1,-,-,8.53,1.30,7.00,-,-,4.24,7.96,3.44,-,-,3.51,7.20,5.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.JIrasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,,,,,,,8.53
5102852,2022-03-08 00:00:00,200,-,7.38,-,,-,,-,-,5.82,-,-,-,-,6.73,-,-,-,-,1.10,-,-,-,-,0.34,-,-,-,-,0.45,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Panya L.,TIS,GPSC,TESTRANO 600,GA635A,2022-02-26,30,32,32,73,,1.1
3911888,2022-02-12 00:00:00,10,,12.717,,,,,,,4.812,,,,,13.196,,,,,0.02,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,,35,35,35,50,,0.02
5101711,2022-02-02 00:00:00,3000,-,172.49,-,,-,,-,-,88.63,-,-,-,-,171.93,-,-,-,-,0.28,-,-,-,-,0.72,-,-,-,-,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2021-01-15,30,38,38,68,,0.72
PPD0225B01,2022-01-31 00:00:00,10000,-,56.432,-,,-,,-,-,39.954,-,-,-,-,56.504,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,,33,33,33,75,,0
5001700,2022-01-31 00:00:00,2500,-,177.37,-,,-,,-,-,79.321,-,-,-,-,172.97,-,-,-,-,0.21,-,-,-,-,0.41,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2021-01-15,33,32,32,60,,0.41
PP0225B01,2022-01-31 00:00:00,10000,-,56.43,-,,-,,-,-,39.95,-,-,-,-,56.5,-,-,-,-,0.05,-,-,-,-,0.13,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,33,33,33,75,,0.13
4010290,2022-01-28 00:00:00,10000,,8.3730,,,,,,,2.8640,,,,,7.6400,,,,,1.44,,,,,1.49,,,,,0.21,,,,,,,,,,,,,,,,,,221004097,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,2021-08-27,29,-,-,64,,1.49
4010291,2022-01-25 00:00:00,-,,8.195,,,,,,,2.913,,,,,7.60,,,,,0.50,,,,,2.90,,,,,0.67,,,,,,,,,,,,,,,,,,221004092,Mr.Pimchart P.,,GPSC,,TESTRANO,DAX193X,2021-08-27,29,35,35,64,,2.9
PP0050B01,2022-01-16 00:00:00,200,-,2.07,-,,-,,-,-,1.66,-,-,-,-,2.48,-,-,-,-,0.34,-,-,-,-,0.18,-,-,-,-,0.24,-,-,-,200,74.023,46.406,54.693,-,-,-,-,-,-,-,-,-,-,181100888,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2018-02-16,30,31,32,76,,0.34
6410137,2021-12-14 00:00:00,5000,93.815,,,,,,,44.555,,,,,92.379,,,,,0.01,,,,,0.01,,,,,0.01,,,,,,,,,,,,,,,,,,,,Mr.Wongsakorn M.,Mr.Supaphit M.,TIRATHAI,GPSC,,,,,,,,,0.01
6410131,2021-12-13 00:00:00,5000,94.293,-,-,,-,,-,40.947,-,-,-,-,93.073,-,-,-,-,0.31,-,-,-,-,2.37,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Wongsakorn M.,Mr.Supaphit M.,TIRATHAI,GPSC,,,,,,,,,2.37
56016,2021-12-12 00:00:00,200,1.9160,1.638,1.685,,-,,-,1.638,1.6780,1.73,-,-,1.6850,1.774,1.890,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,-,-,-,-,200,45.217,32.792,45.984,-,-,-,-,-,-,,Mr. Tanasak  Khunnam,Mr. Pitsanuvet  Khantee,"TIS Engineering and Service Co., Ltd",GPSC,Testrano 600,DA212X,2021-08-17,26,38,38,69,,0
6410130,2021-12-09 00:00:00,5000,94.414,-,-,,-,,-,40.204,-,-,-,-,92.945,-,-,-,-,0.44,-,-,-,-,0.51,-,-,-,-,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Wongsakorn M.,Mr.Supaphit M.,TIRATHAI,GPSC,,,,,,,,,1.03
20083122TIC003,2021-08-19 00:00:00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624007,2021-08-09 00:00:00,10000,,45,,,,,,,44,,,,,40,,,,,0.00,,,,,0.00,,,,,0.00,,,,-,-,-,-,-,-,-,-,,,,,,,211007491,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2018-02-16,32,40,40,64,,0
EDP011601,2021-08-02 00:00:00,10,44.795,57.983,78.018,,,,,28.366,38.254,52.0118,,,43.985,56.990,76.924,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,211028715,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2021-02-18,31,35,35,67,,0
EDP011601,2021-08-02 00:00:00,10,44.795,57.983,78.018,,,,,28.366,38.254,52.061,,,43.985,56.990,76.924,,,0.00,0.00,0.00,,,0.00,0.00,0.09,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,211028715,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA 193X,2018-02-16,31,38,38,67,,0.09
512033,2021-07-21 00:00:00,10000,44.464,57.703,76.494,,,,,30.000,39.426,53.530,,,45.173,58.448,77.257,,,0.00,0.00,0.00,,,0.00,0.09,0.00,,,0.00,0.00,0.00,,,-,-,-,-,-,-,-,-,,,,,,,211028412,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA 193X,2018-02-16,33,32,32,55,,0.09
5001766,2021-07-16 00:00:00,3000,-,48.592,-,,-,,-,-,21.871,-,-,-,-,49.171,-,-,-,-,1.23,-,-,-,-,4.15,-,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,2021-01-15,34,32,32,72,,4.15
5001769,2021-07-15 00:00:00,5000,-,165.904,-,-,-,-,-,-,88.045,-,-,-,-,178.047,-,-,-,-,0.55,-,-,-,-,0.05,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,2021-01-15,,,,,,0.55
383204886,2021-07-10 00:00:00,6000,-,-,-,4,157.87,-,-,-,-,-,92.25,-,-,-,-,180.717,,-,-,-,0.01,-,-,-,-,0.00,-,-,-,-,0.00,,-,-,-,-,-,-,-,-,157.86,92.25,180.72,-,-,-,211023164,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2018-02-16,32,35,35,68,,0.01
4710349,2021-07-07 00:00:00,10000,-,50.275,-,,-,,-,-,35.239,-,-,-,-,50.644,-,-,-,-,0.00,-,-,-,-,0.00,-,,,-,0.00,-,,,-,-,-,-,-,-,-,-,-,,,-,,,211023163,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2018-02-18,33,32,32,60,,0
PTE 1689/01,2021-07-04 00:00:00,10000,17.452,20.653,28.179,-,-,-,-,12.384,14.2,18.966,-,-,18.82,22.124,29.876,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.02,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201022875,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2018-02-16,34,42,42,62,,0.02
PTE 1689/01,2021-07-04 00:00:00,10000,17.452,20.653,28.179,,-,,-,12.384,14.2,18.966,-,-,18.82,22.12,29.876,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201023323,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2018-02-16,32,42,42,62,,0
5011858,2021-05-09 00:00:00,10000,347.67,405.04,477.83,-,-,-,-,126.48,147.44,173.77,-,-,344.037,400.81,472.97,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211003692,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2018-02-16,35,34,34,61,,0
PP0016B01,2021-02-13 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,0
3710737,2021-02-05 00:00:00,5000,15.320,-,-,,-,,-,5.4080,-,-,-,-,15.2340,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201007518,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2018-02-16,30,29,29,41,,0
54002,2021-02-04 00:00:00,10000,25.0430,32.9210,46.2020,,,,,19.0730,25.5820,36.8670,,,28.0070,35.7340,48.8250,,,0.17,0.06,0.00,,,0.14,0.07,0.09,,,0.03,0.10,0.05,,,,,,,,,,,,,,,,,201007518,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2018-02-16,29,36,36,62,,0.17
615007,2020-12-03 00:00:00,10000,-,42.78,-,,-,,-,-,30.65,-,-,-,-,43.44,-,-,-,-,0.00,-,-,-,-,0.01,-,-,-,-,0.00,-,,,-,-,-,-,-,-,-,-,-,-,,-,-,,191019509,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,2018-02-16,30,36,36,62,,0.01
Suphon Test,2020-11-18 00:00:00,1,65,70,75,1,1,1,1,65,70,75,1,1,65,70,75,1,1,1.56,7.69,13.64,0.00,0.00,2.99,2.94,8.70,0.00,0.00,7.14,1.41,4.17,0.00,0.00,,,,,,,,,1,1,1,1,1,1,aaaaa,,,,,,,,,,,,,13.64
PTE 1689/03,2020-11-11 00:00:00,10,17.370,20.527,27.975,5L,18.408,6L,18.041,12.213,14.226,19.288,12.845,12.619,18.619,21.903,29.605,19.707,19.326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,18.408,12.845,19.707,18.041,12.619,19.326,201023345,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA 193X,2018-02-16,30,30,30,50,,0
9640549,2020-11-01 00:00:00,200,-,7.4350,-,,-,,-,-,6.0750,-,-,-,-,7.6810,,-,-,-,0.47,-,-,-,-,0.41,-,-,-,-,0.25,,-,-,200,1.591,1.586,1.537,200,1.6,1.587,1.545,-,-,-,-,-,-,,Mr.Chaichaleom W.,Mr.Pimchart P.,TIS,GPSC,TESTRANO 600,DA212X,2020-06-21,32,38,38,70,,0.47
