serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,hl_test_voltage,chl_ch_cap,chl_ch_pf_1,chl_ch_pf_2,chl_ch_pf_ma,chl_ch_pf_p,chl_cap,chl_pf_1,chl_pf_2,chl_pf_ma,chl_pf_p,ch_cap,ch_pf_1,ch_pf_2,ch_pf_ma,ch_pf_p,lh_test_voltage,clh_cl_cap,clh_cl_pf_1,clh_cl_pf_2,clh_cl_pf_ma,clh_cl_pf_p,clh_cap,clh_pf_1,clh_pf_2,clh_pf_ma,clh_pf_p,cl_cap,cl_pf_1,cl_pf_2,cl_pf_ma,cl_pf_p,th_test_voltage,ct_cth_cap,ct_cth_pf_1,ct_cth_pf_2,ct_cth_pf_ma,ct_cth_pf_p,cth_cap,cth_pf_1,cth_pf_2,cth_pf_ma,cth_pf_p,ct_cap,ct_pf_1,ct_pf_2,ct_pf_ma,ct_pf_p,oil_maintank_cap,oil_maintank_pf,oil_oltc_cap,oil_oltc_pf,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxhv_tand,maxchv_change,maxlv_tand,maxclv_change,maxtv_tand,maxctv_change,maxoil_maintank_tand,maxoil_oltc_tand,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9
3902642,2015-07-24 00:00:00,-,28,-,-,48,2.5,1314.4,0.119,0.095,4.09,49,1033.9,0.072,0.058,3.3116,23,280.5,0.276,0.221,0.872,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Kittichai S.,TIS,GLOW,Doble/M4100,101431857,,,0.221,0.18,0,0,,,,,0.03,0.18,0.09,-,-,-,,,
615007,2015-07-03 00:00:00,,,31.8,31.8,,10,10940,0.34,0.26,-,-,6506,0.21,0.16,-,-,2803,0.55,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Atit Jantapornsom,,ABB,,,,,,0.42,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
4710344,2015-07-02 00:00:00,-,34,-,-,52,10,12495.7,0.196,0.14,38.865,763,9595.2,0.139,0.099,29.625,412,2965.7,0.375,0.268,9.224,346,5,24160.6,0.247,0.176,75.144,1854,9530.0,0.148,0.106,29.642,439,14630,0.319,0.228,45.502,1415,,,,,,,,,,,,,,,,,,,,,Anusit S.,Rapee W.,TIS,GLOW,Doble/M4100,-,2015-02-03 00:00:00,,0.268,2.83,0.228,2.13,,,,,1.82,0.84,2.83,0.74,0.16,2.13,,,
PBJ1198,2015-06-20 00:00:00,,33,,,53,2.5,8833.40,0.398,0.286,27.474,1093,7604.10,0.417,0.3,23.651,986,1229.30,0.279,0.2,3.823,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,,,,Doble / M4100,101431857,,,0.3,0.24,0,0,,,,,0.22,0.07,0.24,-,-,-,,,
PBJ1200,2015-06-20 00:00:00,,33,,,53,2.5,8663.3,0.618,0.444,26.944,1665,7532.4,0.657,0.430,23.427,1538,1130.9,0.316,0.227,3.517,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M4100,101431857,,,0.444,0,,,,,,,0.00,0.00,0.00,,,,,,
PBJ1200,2015-06-20 00:00:00,,33,,,53,2.5,8663.3,0.618,0.444,26.944,1665,7532.4,0.657,0.430,23.427,1538,1130.9,0.316,0.227,3.517,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M4100,101431857,,,0.444,0,,,,,,,0.00,0.00,0.00,,,,,,
332162H502_8727F,2015-06-18 00:00:00,-,26,-,-,42,2.5,2190,0.907,0.81,6.817,618,1862,0.345,0.31,5.798,200,327.7,1.960,1.75,1.019,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Doble / M4100,101431857,,,1.75,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
332162H501_8727B,2015-06-18 00:00:00,-,26,-,-,42,2.5,2141.6,1.173,-,6.661,781,1855,0.720,-,5.767,415,287,4.646,-,0.894,415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Doble / M4100,101431857,,,0,3.47,0,0,,,,,0.25,3.47,0.87,-,-,-,,,
332162H5018727A,2015-06-17 00:00:00,-,26,-,-,41,2.5,2170,0.737,0.658,6.75,0.498,1846,0.145,0.129,5.741,0.083,324,0.824,0.735,1.009,0.083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Panpong I.,,TIS,,Doble/M4100,101431857,,,0.735,0.77,0,0,,,,,0.57,0.52,0.77,-,-,-,,,
332162H501_8727E,2015-06-16 00:00:00,-,26,-,-,42,2.5,2164.2,0.483,,14.25,683,1845.7,0.487,,5.79,282,318.4,0.333,,8.46,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Doble / M4100,101431857,,,,8.41,,,,,,,0.52,8.41,0.73,,,,,,
PP0016B01,2015-04-01 00:00:00,,,,,,5,18781.8,0.283,0.208,58.416,1.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,,"TIS Engineering and Service Co., Ltd",,Doble / M4100,101431857,,,0.208,276.49,,,,,,,,,,,,,,,
PP0016B01,2015-04-01 00:00:00,,39,,,38,5,4988.6,0.234,0.180,15.576,0.364,3659.3,0.202,0.155,11.442,0.232,1329.3,0.318,0.244,4.134,0.132,2.5,8140.9,0.265,0.203,25.319,0.671,3659.9,0.199,0.153,11.382,0.226,4481.0,0.319,0.245,13.937,0.445,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,,TIS Engineering and Service Co. Ltd,,Doble / M4100,101431857,,,0.244,0,0.153,0,,,,,,,,,,,,,
4612314,2015-04-01 00:00:00,,39,-,-,38,5,4988.6,0.234,0.180,15.576,364,3659.3,0.202,0.155,11.442,232,1329.3,0.318,0.244,4.134,132,2.5,8140.9,0.265,0.203,25.319,671,3659.9,0.199,0.153,11.382,226,4481,0.319,0.245,13.937,445,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Doble / M4100,101431857,,,0.244,4.23,0.245,0.22,,,,,1.18,4.23,0.12,0.18,0.22,0.13,,,
5011858,2015-01-29 00:00:00,,30.8,38,38,53,10,13374.0,0.239,,43.076,1003,,,,,,2327,0.528,,7.3293,3870,5,19542.0,0.254,,61.564,1563,,,,,,8495,0.374,,26.762,1002,,,,,,,,,,,,,,,,,,,,,Mr. Sahanon K,Mr. Komsan K,"Genius Engineering & Service Co.,Ltd.",,,,,,,1.84,,4.47,,,,,0.47,1.84,,1.89,4.47,,,,
TP70279703,2015-01-13 00:00:00,,30,,,38,3,141000.0,0.179,0.1680,547,9.8,72400.0,0.372,,223,8.3,68600.0,0.046,0.0430,324,1.5,3,117600.0,0.318,0.297,371,11.8,79700.0,0.352,,256,9,37900.0,0.243,0.228,115,2.8,,,,,,,,,,,,,,,,,,,,,,,Anusit Sara,Kritsada Kraisomdee,Doble/M2H-D,1654,,,0,616.55,0,22.61,,,,,,,,,,,,,
VN85040201_1,2015-01-05 00:00:00,-,26,-,-,56,5,1619.50,0.329,0.294,2.554,180,1303.35,-,-,2.052,69,316.15,1.058,0.945,0.502,111,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0.945,4.02,0,0,,,,,3.75,2.65,4.02,-,-,-,,,
VN85040201_4,2015-01-04 00:00:00,-,25,-,-,58,5,1557.04,0.164,0.146,2.458,81,1271.89,-,-,2.004,54,285.12,0.299,0.267,0.454,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0.267,1.51,0,0,,,,,1.24,0.04,1.51,-,-,-,,,
VN85040201_2,2015-01-04 00:00:00,-,25,-,-,58,5,1619.50,0.262,0.234,2.549,180,1303.35,-,-,1.996,69,316.15,0.666,0.595,0.553,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0.595,9.77,0,0,,,,,5.44,9.77,4.44,-,-,-,,,
VN85040204_2,2015-01-04 00:00:00,,25,,-,58,5,1679.41,0.262,0.234,2.648,121,1337.49,-,-,2.105,74,341.92,0.047,0.042,0.543,543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,CPC100/EPTD1,QH574X/GH8580,,,0.234,3.96,0,0,,,,,0.80,3.96,2.10,-,-,-,,,
VN13700701_1,2015-01-03 00:00:00,-,26,-,-,51,5,1585.90,0.265,0.237,2.502,137,1305.6,-,-,2.056,131,280.30,0.756,0.675,0.446,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0.675,9.49,0,0,,,,,3.18,9.49,1.92,-,-,-,,,
VN13700701_2,2015-01-02 00:00:00,-,26,-,-,53,5,1575.00,0.234,0.205,2.487,116,1317.54,-,-,2.077,80,257.46,0.440,0.386,0.410,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0.386,2.61,0,0,,,,,2.41,1.36,2.61,-,-,-,,,
243597801,2014-10-21 00:00:00,-,30,-,-,62,2.5,1780,0.615,,5.2,320,230,0.514,,4.28,220,1550,1.087,,0.92,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr Anusit Sara,,"TIS Engineering&Service Co.,Ltd.",,Doble/M2H-D,1668,,,,605.51,,,,,,,8.58,605.51,83.80,,,,,,
332162H502_8727F,2014-09-06 00:00:00,-,25,-,-,58,3,2164.11,0.308,0.275,2.109,65,1867.27,0.314,0.28,1.79,56,296.84,0.278,0.248,0.324,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Doble / M4000,091121178,,,0.28,9.42,0,0,,,,,1.18,9.42,0.28,-,-,-,,,
PBK1325,2014-09-02 00:00:00,,33,,,60,3,8437.,0.531,0.379,27.87,1479,7433,0.438,0.313,24.481,,1004,1.201,0.858,3.39,407,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M4100,091121178,,,0.858,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PBK1325,2014-09-02 00:00:00,,33,,,60,3,8437.,0.531,0.379,27.87,1479,7433,0.438,0.313,24.481,,1004,1.201,0.858,3.39,407,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M4100,091121178,,,0.858,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PBL1465,2014-09-02 00:00:00,,33,,,45,3,8697,0.523,0.374,27.2,1412,7591,0.420,0.3,23.580,991,1106,1.224,0.874,3.44,568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M4100,91121178,,,0.874,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PTE 1689/01,2014-08-31 00:00:00,,28,36,35,42,10,16834.4,0.337,0.320,52.357,1.762,8489.5,0.247,0.187,25.729,0.636,8561.5,0.423,0.402,26.628,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Methee M.,Mr. Pimchart P.,TIS,Glow,Doble/M4100,101431857,2014-03-12 00:00:00,,0.402,0.85,,,,,,,,,,,,,,,
9724075,2014-08-28 00:00:00,,28,,,60,10,10625,0.084,,16.52,139,,,,,,2274,0.112,,3.54,40,5,24474,0.065,,22.84,148,,,,,,16119,0.075,,15.04,113,,,,,,,,,,,,,,,,,,,,,Mr. Itsared P.,,"TIS Engineering & Service Co.,Ltd",,Doble / M4100,091121178,2014-08-28 00:00:00,,0,Infinity,,Infinity,,,,,Infinity,Infinity,,Infinity,Infinity,,,,
PP0286B01,2014-07-19 00:00:00,,33,30,30,75,10,10368.0,32.247,0.167,32.247,0.709,6584.0,20.475,0.138,20.475,0.376,3784.0,11.769,0.217,11.769,0.336,5,18346.0,0.309,0.235,57.058,1.761,6582.0,0.184,0.140,20.475,0.376,11762.0,0.379,0.288,36.583,1.385,,,,,,,,,,,,,,,,,,,,,,,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble / M4000,091121178,,,0.217,0.37,0.14,0.32,,,,,,,,,,,,,
54001,2014-06-14 00:00:00,,33,33,33,56,,10370,0.193,0.147,33.10,0.64,,0.125,0.095,22.4,0.28,3480,0.336,0.256,10.70,0.36,,23000,0.169,0.128,73.5,1.24,,0.101,0.77,21.7,0.22,16110,0.197,0.150,51.8,1.02,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,,"TIS Engineer & Service Co., Ltd.",,Doble M2H-D,1654,2014-06-14 00:00:00,,0.256,0,0.128,0,,,,,,,,,,,,,
VN00408,2014-03-21 00:00:00,,32,,,54,10,10410.,0.135,0.079,32.50,440,7930.,0.163,0.095,25,0.41,2480.,0.043,0.025,7.5,30,3,17030.,0.467,0.271,54,2520,7850.,0.175,0.101,25.2,440,9180.,0.722,0.419,28,2080,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,,"TIS Engineering & Serivce Co.,Ltd.",,DOBLE / M2H -D,1654,,,0.095,0,0.419,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4710345,2013-08-07 00:00:00,,30,,,59,10,10440,0.215,0.204,32.60,0.700,7590,0.158,0.116,24.00,0.380,2850,0.372,0.353,8.600,0.320,5,20550,0.226,0.215,64.50,1.460,7640,0.092,0.067,24.00,0.220,12910,0.306,0.291,40.50,1.240,,,,,,,,,,,,,,,,,,,,,Mr. Korakot Na Nakorn,,"TIS Engineering and Service Co., Ltd",,Doble / M2H-D,1654,,,0.353,3.15,0.067,3.19,,,,,,,,,,,,,
3011080055,2013-06-08 00:00:00,-,32,-,-,68,10,14650,0.139,0.105,46.20,640,11660,0.108,0.086,37.10,400,2990,0.264,0.200,9.10,240,5,24370,0.177,0.134,76.90,1360,11680,0.098,0.078,36.70,0.360,12690,0.249,0.189,40.20,1000,,,,,,,,,,,,,,,,,,,,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1654,,*** AFTER OIL PURIFY ***(2013),0.2,2.22,0.189,0.51,,,,,1.01,2.22,0.68,0.00,0.36,0.51,,,
VN85042302_1,2013-06-07 00:00:00,,30,,,62,5,1576.,0.275,0.22,4.95,136,1309.,0.200,0.160,4.106,82,267.,0.64,0.512,0.844,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.512,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85042302_2,2013-06-07 00:00:00,,30,,-,62,5,1577.,0.2290,0.1830,4.9800,114.,1312,0.1690,0.1350,4.1480,0.0700,265.,0.5290,0.4230,0.8320,144.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.423,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85042302_2,2013-06-07 00:00:00,,30,,-,62,5,1577,0.229,0.183,4.980,114,,0.169,0.135,4.148,0.070,265,0.529,0.423,0.832,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.423,Infinity,,,,,,,Infinity,Infinity,,,,,,,
3011080055,2013-06-07 00:00:00,-,32,-,-,68,10,14760,0.158,0.120,46.8,740,11650,0.107,0.086,37.30,400,3110,0.358,0.272,9.5,340,5,24390,0.189,0.144,77.2,1460,11680,0.109,0.087,38.5,420,12710,0.269,0.204,38.70,1040,,,,,,,,,,,,,,,,,,,,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1654,,*** BEFORE OIL PURIFY *** (2013),0.272,1.7,0.204,0.52,,,,,0.27,1.70,0.77,0.08,0.52,0.51,,,
PTE 1689/01,2013-06-04 00:00:00,,28,34,32,56,10,16589.30,0.437,0.42,52.536,2.296,8288.8,0.253,0.253,25.781,0.652,8602.5,0.617,0.617,26.755,1.644,10,29323.30,0.348,0.334,91.201,3.17,8288.7,0.276,0.265,25.777,0.713,21034.60,0.376,0.299,65.424,2.457,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr. Suchat   Monboyai,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2012-12-12 00:00:00,,0.617,0.06,0.265,89.98,,,,,0.06,,,0.74,89.98,,,,
TP70279703,2013-06-03 00:00:00,,33,-,-,53,5,134100,0.093,0.087,428,4000,70000,0.107,0.0764,224,,64100,0.078,0.073,204,1600,5,117700,0.193,0.180,373,7200,70000,0.117,0.0836,223,2600,47700,0.307,0.287,150,4600,,,,,,,,,,,,,,,,,,,,,Mr. Aran P,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1654,,,0.087,38.17,0.287,0.11,,,,,22.81,38.17,0.02,0.06,0.11,0.01,,,
3011080056,2013-06-02 00:00:00,-,32,-,-,68,10,14360,0.116,0.088,45.00,520,11480,0.094,0.0752,36.30,340,2880,0.207,0.157,8.70,180,5,24060,0.161,0.123,75.60,1220,11480,0.083,0.0664,36.30,300,12580,0.234,0.178,39.30,920,,,,,,,,,,,,,,,,,,,,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1654,,*** AFTER OIL PURIFY *** (2013),0.157,2.24,0.178,0.61,,,,,0.35,2.24,0.14,0.42,0.61,0.21,,,
JD85034202,2013-06-01 00:00:00,,30,,-,65,10,7300,0.149,0.119,22.8,340,4550,0.111,0.0987,14.4,160,2750,0.214,0.171,8.4,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Nipen B,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1654,,,0.171,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
3011080056,2013-06-01 00:00:00,-,32,-,-,68,10,14880,0.127,0.096,45.80,580,12280,0.111,0.444,37.80,420,2600,0.200,0.152,8.00,160,5,24900,0.146,0.111,60.40,880,12790,-0.007,-0.028,27.60,-20,12110,0.274,0.209,32.80,900,,,,,,,,,,,,,,,,,,,,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1654,,*** BEFORE OIL PURIFY *** (2013),0.444,11.74,0.209,11.64,,,,,3.26,11.74,7.12,3.92,3.15,11.64,,,
VN85042301_1,2013-05-27 00:00:00,,28,-,-,42,5,2070,0.135,0.134,6.510,88,1734,0.084,0.070,5.458,46,336,0.399,0.335,1.052,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.335,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040202_1,2013-05-27 00:00:00,-,28,-,-,41,5,1680,0.320,0.268,5.370,172,1388,0.29,0.243,4.454,129,292,0.043,0.469,0.916,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Doble / M2H - D,1668,,,0.469,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040202_2,2013-05-26 00:00:00,,28,,,41,5,1630,0.198,0.166,5.140,102,-,0.162,0.136,4.332,70,257,0.396,0.332,0.808,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.332,0,0,0,0,0,,,0.00,0.00,-,-,-,-,-,-,-
VN85042301_2,2013-05-26 00:00:00,,28,,,48,5,2065,0.125,0.105,6.560,82,1729,0.085,0.071,5.5,47,336,0.330,0.277,1.060,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.277,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN13700701_2,2013-05-25 00:00:00,-,26,-,-,40,5,1538,0.207,0.182,4.840,100,1284,0.181,0.159,4.036,73,254,0.336,0.295,0.804,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.295,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN13700701_1,2013-05-24 00:00:00,-,30,-,-,79,5,1537,0.265,0.212,4.830,128,1281,0.209,0.167,4.020,84,256,0.543,0.434,0.810,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.434,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN13700702_1,2013-05-23 00:00:00,-,29,-,-,79,5,1226,0.308,0.246,3.38,104,982,0.263,0.210,2.620,69,244,0.461,0.368,0.76,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.368,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN13700702_2,2013-05-22 00:00:00,-,26,-,-,59,5,1230,0.196,0.172,3.880,76,990,0.157,0.138,3.122,49,240,0.356,0.313,0.758,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.313,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040201_1,2013-05-21 00:00:00,-,26,-,-,59,5,1561,0.154,0.135,4.940,76,1253,0.126,0.110,3.968,50,308,0.267,0.234,0.972,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.234,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040201_3,2013-05-21 00:00:00,-,29,-,-,43,5,1545,0.154,0.129,4.940,76,1214,0.038,0.031,3.902,15,331,0.588,0.493,1.038,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.493,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040204_1,2013-05-21 00:00:00,,26,-,-,43,5,1636,0.124,0.109,5.18,64,1322,0.109,0.095,4.220,46,314,0.188,0.165,0.96,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.165,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040204_2,2013-05-20 00:00:00,,26,-,-,43,5,1666,0.210,0.184,5.250,110,1310,0.104,0.091,4.126,43,356,0.596,0.524,1.124,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Doble / M2H - D,1668,,,0.524,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040201_2,2013-05-20 00:00:00,-,26,-,-,59,5,1536,0.136,0.119,4.790,65,1248,0.103,0.090,3.878,40,288,0.274,0.241,0.912,25,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Doble / M2H-D,1668,,,0.241,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85040201_4,2013-05-20 00:00:00,-,25,-,-,46,5,1538,0.125,0.115,4.810,60,1253,0.036,0.084,3.914,36,285,0.268,0.246,0.896,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Doble / M2H - D,1668,,,0.246,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
PP0286B01,2013-04-29 00:00:00,,34,,,45,10,,0.178,0.13,32.5,0.58,6610,0.124,0.091,20.9,0.26,,0.276,0.201,11.6,0.32,10,,0.248,0.181,58.10,1.44,6600,0.076,0.056,21,0.16,,0.345,0.252,37.10,1.28,,,,,,,,,,,,,,,,,,,,,Mr. Phanuphong Inchina,Mr. Witoon Khommuangpuk,"TIS Engineering and Service Co., Ltd",GLOW,Dodle / M2H - D,1654,,,0.201,0.3,0.056,0,,,,,,,,,,,,,
VN85040201_3,2013-01-05 00:00:00,-,26,-,-,56,5,1564.32,0.163,,2.468,83,1281.81,-,-,2.019,56,282.51,0.302,,0.449,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,CPC100/EPTD1,QH574X/GH8580,,,0,14.65,0,0,,,,,1.25,14.65,5.59,-,-,-,,,
512033,2012-12-26 00:00:00,,36.4,,40,37.4,10,9420,0.65,0.151,29.610,0.687,6167,0.65,0.131,19.360,0.391,3250,0.65,0.189,10.210,0.296,10,15800,0.65,0.135,49.650,1.031,6168,0.65,0.131,19.360,0.391,9635,0.65,0.137,30.250,0.639,,,,,,,,,,,,,,,,,,,,,Mr.Chairat P.,Mr.Witoon Khommuangpuk,ABB,,Megger/DELTA 4000,060206/2117,,,0.189,0,0.131,0,,,,,,,,,,,,,
