Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
54002,6/1/2012,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,18470,37926,4611,603,30,9,0,41,0,26,31,683,55,54.42,14.53,34.3,0.004,1,0.133,1.494,Non Corrosive,10,No Sludge,1.19,37.14,NORMAL
54002,1/8/2013,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,19511,43290,3524,441,43,9,0,5,0,15,30,498,50,58.98,10.7,35.1,0.0057,1,0.072,1.845,3a,17,No Sludge,0.67,28.24,NORMAL
54002,6/19/2013,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,18075,43876,3765,438,28,7,0,6,0,12,31,479,48,51.24,15.32,35.1,0.006,1,0.072,1.845,Non Corrosive,17,No Sludge,0.67,28.24,NORMAL
54002,12/18/2013,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,20174,44937,4094,417,34,7,0,7,0,7,9,465,54,52.22,11.39,35.1,0.0199,1,0.086,1.892,Non Corrosive,18,No Sludge,1.76,30.48,NORMAL
54002,6/23/2014,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,21553,48922,4434,492,32,2,0,5,0,6,7,531,56,51.48,10.91,35.1,0.02,1,0.086,1.892,N/A,N/A,N/A,1.76,30.48,NORMAL
54002,1/7/2015,-,Mr.Surin V.,Mr.Pimchart P.,IEC,GLOW,-,-,1/10/2015,-,,,,19331,52417,2046,447,37,2,0,5,0,1,1,491,58,50.88,10.56,35.4,0.02,1,0.057,1.995,Non Corrosive,16,No Sludge,1.34,43.54,NORMAL
54002,7/9/2015,-,Mr.Surin V.,Mr.Pimchart P.,IEC,GLOW,-,-,7/9/2015,-,42,-,-,8228,78853,5014,856,0,14,0,14,4,12,5,888,35,47,12.4,35.4,0.02,1,0.057,1.995,Non Corrosive,16,No Sludge,1.34,43.54,NORMAL
54002,3/16/2016,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,3/16/2016,-,35,-,-,8228,78853,5014,888,0,14,0,14,4,5,12,888,35,55.7,5.4,35.4,0.02,1,0.057,1.995,Non Corrosive,16,No Sludge,1.34,43.54,NORMAL
54002,9/30/2016,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,9/30/2016,-,40,-,-,11909,93083,6129,1053,7,22,0,17,5,14,20,1104,40,70.9,5.4,35.08,0.01,2,0.033,1.52,2D,6.72,0.02,1.16,15.02,NORMAL
54002,2/15/2017,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,2/15/2017,-,35,-,-,1866,61677,5765,975,0,22,0,20,5,31,38,1022,35,71.5,4.3,35.08,0.01,2,0.033,1.52,2D,6.72,0.02,1.16,15.02,NORMAL
54002,9/28/2017,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,3/16/2016,-,35,-,-,8228,78853,5014,856,0,14,0,14,4,5,12,888,35,65.4,5.4,35.4,0.02,1,0.057,1.995,Non Corrosive,16,No Sludge,1.34,43.54,NORMAL
54002,2/12/2018,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,2/12/2018,-,39,-,-,5154,78268,6523,1067,4,29,0,17,7,13,19,1124,39,55.8,6.8,35.75,0.01,2,0.044,2.493,3B,0,0.01,1.68,17.43,NORMAL
54002,8/21/2018,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,8/21/2018,-,39,-,-,6905,71452,6216,954,4,31,0,17,12,9,13,1018,39,73.1,6.8,35.09,0.01,2.5,0.052,3.155,3A,0,0.01,1.97,18.29,NORMAL
54002,6/18/2019,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,6/18/2019,-,35,-,-,3785,74172,6240,945,5,54,0,18,9,7,5,1031,35,66,7,35.09,0.01,2.5,0.052,3.155,3A,0,0.01,1.97,18.29,NORMAL
54002,12/11/2019,-,Mr.Ekkarach W.,Mr.Pimchart P.,FOCUS LAB,GLOW,-,-,12/11/2019,-,35,-,-,7683,72292,5353,894,3,36,0,18,9,5,6,960,35,62.9,5,32.2,0.01,3,0.066,2.316,2A,0,0.01,2.4,18.94,NORMAL
54002,6/23/2020,-,Mr.Eakgarak S.,Mr.Pimchart P.,IEC,GPSC,-,-,6/23/2020,-,50,-,-,6664,24768,2378,392,34,17,0,6,2,2,1,451,50,46,8,32,0.01,3,0.066,2.32,Non Corrosive,0,No Sludge,2.4,0,NORMAL
54002,12/10/2020,-,Mr.Eakgarak S.,Mr.Pimchart P.,IEC,GPSC,-,-,12/10/2020,-,42,-,-,11768,14966,1529,380,3,13,0,5,2,2,2,404,42,65,7,35,0.03,1,0.051,2.95,Non Corrosive,0,No Sludge,2.3,19,NORMAL
54002,9/19/2022,,Boontarik T.,Boontarik T.,IEC,IEC,,,,,,,,5028,48030,1616,380,4,4,0,21,1,3,1,410,50,67,11,31,0.014,2.5,0.1,3.7,1B,5,0.02,4,18,NORMAL
54002,3/10/2023,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,44,,,5357,48867,1465,338,4,4,0,21,1,4,1,368,44,67,18,31,0.014,2.5,0.1,3.7,1b,0,-,4,18,NORMAL
54002,4/2/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,,,55,,,8429,68403,1614,540,3,5,0,41,5,20,13,8.15,50,64.3,18,31,0.014,2.5,0.1,3.7,1b,0,-,4,18,NORMAL
54002,10/29/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,10/21/2024,,50,,,5616,55238,3241,609,3,6,0,50,1,7,1,9.09,45,55.9,10,28.5,0.11,3,0.138,5.524,2e,105,-,58,0.32,NORMAL
54002,10/8/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,48,,,5630,52143,3620,432,2,5,0,48,2,11,1,57,48,73.8,8.9,27.4,0.07,3,0.189,6.985,1b,0,0.01,57.8,11,NORMAL
54110620EE,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12216,43480,862,164,0,1,0,0,0,0,0,165,,46,23,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13436,45445,545,138,0,1,0,0,0,0,0,139,,54,15,36,0.01,0.5,0.079,1.02,2b,0,0,-,0,NORMAL
54110620EE,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14500,50576,690,160,0,1,0,0,0,0,0,161,,46,14,-,-,-,-,-,-,-,0,-,0,NORMAL
54110620EE,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13576,44457,780,104,0,0,0,0,0,0,0,104,,53,10,34,0.02,0.5,0.075,0.34,2b,0,0,-,0,NORMAL
54110620EE,7/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12128,49351,1285,172,0,0,0,0,9,0,0,181,,52,9,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14368,41391,2511,320,3,5,0,0,7,0,0,335,,46,11,35,0.01,0.5,0.068,0.58,2b,0,0,-,0,NORMAL
54110620EE,6/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14118,57380,1881,561,9,5,0,2,0,15,5,577,,63,4,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,18400,69159,2130,638,9,5,0,1,1,0,0,654,,45,6,37,0,0.5,0.008,0.23,3a,0,0.02,0.3,0,NORMAL
54110620EE,2/3/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,22942,87141,2214,676,9,5,0,1,1,0,26,692,,66,7,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15274,64936,2546,729,10,6,0,2,0,10,6,747,,51,6,37,0,0.5,0.009,0.28,3b,0,0.01,0.4,1,NORMAL
54110620EE,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,16426,66451,2808,789,8,7,0,2,1,6,0,807,,52,4,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,17442,67924,2741,763,8,6,0,3,1,2,0,781,,52,8,36,0.01,0.5,0.007,0.22,3a,0,0.01,0.3,0,NORMAL
54110620EE,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,20239,86051,2827,720,8,7,0,4,0,0,0,739,,51,5,-,-,-,-,-,-,-,-,-,-,NORMAL
54110620EE,8/28/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8253,23884,563,102,3,0,0,1,0,43,0,105,,49,9,37,0.01,0.5,0.008,0.23,3a,0,0.02,0.5,0,NORMAL
54110620EE,2/14/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,20507,57586,3420,223,0,8,0,4,0,0,0,235,,37,5,38,0.01,0.5,0.009,0.47,2e,-,0,0.4,0,NORMAL
54110620EE,9/29/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,16834,36278,1583,129,0,1,0,1,0,0,0,131,,79,4,35,0.007,0.5,0.006,0.26,1a,0,0,0.4,0,NORMAL
54110620EE,2/24/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9430,22810,2661,362,0,4,0,4,0,0,0,370,,61,3,35,0,0.5,0.007,0.34,1a,0,0,0.2,4,NORMAL
54110620EE,8/18/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13517,35835,2992,338,0,0,0,1,1,0,0,340,,83,9,36,0.007,0.5,0.006,0.42,2a,0,0,0.3,0,NORMAL
54110620EE,2/1/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7120,38162,2125,302,0,3,0,5,0,0,0,310,,64,8,35,0.005,0.5,0.006,0.6,0,0,0,0.4,0,NORMAL
54110620EE,6/29/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5042,27766,995,244,0,3,0,5,1,1,1,253,45,70,11,,,,,,,,,,,NORMAL
54110621EE,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12866,37802,908,137,0,1,0,0,0,0,0,138,,57,20,-,-,-,-,-,-,-,-,-,-,NORMAL
54110621EE,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15365,45820,652,110,0,1,0,0,0,0,0,111,,55,15,34,0.01,0.5,-,-,2b,0,0,-,0,NORMAL
54110621EE,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14108,45848,731,137,6,1,0,0,0,0,0,144,,56,9,-,-,-,-,-,-,-,-,-,0,NORMAL
54110621EE,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13575,44501,867,105,0,0,0,0,0,0,0,105,,46,7,30,0.03,0.5,0.066,0.2,2b,0,0,-,0,NORMAL
54110621EE,7/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,16343,48016,1411,186,0,0,0,0,7,0,0,193,,51,9,-,-,-,-,-,-,-,-,-,0,NORMAL
54110621EE,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13057,42328,1558,268,0,3,0,0,0,0,0,271,,49,7,31,0.002,0.5,0.073,0.23,2b,0,0,-,0,NORMAL
54110621EE,6/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11447,50373,2488,571,9,5,0,3,0,10,13,588,,62,8,-,-,-,-,-,-,-,-,-,-,NORMAL
54110621EE,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10905,45015,2330,521,8,4,0,3,1,0,1,537,,71,7,37,0,0.5,0.025,0.45,3a,0,0.03,1,2,NORMAL
54110621EE,3/2/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12778,51575,2516,601,8,5,0,4,0,11,26,618,,58,6,-,-,-,-,-,-,-,-,-,-,NORMAL
54110621EE,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,16228,72977,3114,603,7,5,0,7,0,12,5,622,,51,12,37,0,0.5,0.009,0.47,3b,0,0.01,1,1,NORMAL
54110621EE,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9939,51412,3368,758,7,6,0,9,1,7,0,781,,66,7,-,-,-,-,-,-,-,-,-,-,NORMAL
54110621EE,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13995,65797,3544,772,6,6,0,11,0,0,0,795,,60,10,36,0.02,0.5,0.019,1.21,3a,0,0.01,0.8,4,NORMAL
54110621EE,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12091,64586,3538,771,8,6,0,13,1,21,1,799,,51,7,-,-,-,-,-,-,-,-,-,-,NORMAL
54110621EE,8/28/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10175,50420,2715,559,5,5,0,13,1,6,0,583,,48,10,36,0.01,0.5,0.017,1.19,2e,0,0.01,0.7,0,NORMAL
54110621EE,2/14/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,21073,66414,3351,784,0,15,0,16,0,0,0,815,,29,5,37,0.012,2,0.015,1.8,2e,-,0,0.6,0,NORMAL
54110621EE,9/29/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9789,34186,2461,521,0,4,0,8,0,0,0,533,,67,7,32,0.006,0.5,0.016,1.61,1a,0,0,0.9,0,NORMAL
54110621EE,2/24/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9838,30064,2217,376,0,4,0,4,0,0,0,384,,89,6,34,0,0.5,0.019,1.67,1b,0,0,0.7,0,NORMAL
54110621EE,8/18/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9311,38171,2365,419,0,3,0,7,1,1,1,430,,80,5,35,0.009,0.5,0.013,1.64,1b,0,0,0.6,0,NORMAL
54110621EE,2/1/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7559,57367,2707,538,3,9,0,34,2,0,1,586,,50,14,35,0.007,0.5,0.014,1.37,1b,0,0,0.6,0,NORMAL
54110621EE,6/29/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6799,53285,2566,865,4,9,0,33,2,2,1,913,48,71,14,,,,,,,,,,,NORMAL
54110640EE,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10877,46860,782,148,0,2,0,0,0,0,0,150,,50,14,-,-,-,-,-,-,-,-,-,-,NORMAL
54110640EE,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15365,43943,568,139,0,0,1,0,0,0,0,140,,54,13,35,0,0.5,0.076,0.53,2e,0,0,1.2,21,NORMAL
54110640EE,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15156,55091,616,157,0,1,0,0,0,0,0,158,,53,10,-,-,-,-,-,-,-,0,-,43,NORMAL
54110640EE,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13537,54890,851,111,0,0,0,0,0,0,0,111,,57,6,34,0,0.5,0.073,0.45,2e,0,0,1.1,33,NORMAL
54110640EE,7/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11820,50006,1306,173,0,0,0,0,9,0,0,182,,55,10,-,-,-,-,-,-,-,-,-,23,NORMAL
54110640EE,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15324,50337,1567,214,0,4,0,0,0,0,0,218,,50,8,34,0,0.5,0.084,0.51,2e,0,0,0.6,0,NORMAL
54110640EE,6/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12751,65860,2480,680,6,6,0,3,0,13,10,695,,48,5,-,-,-,-,-,-,-,-,-,-,NORMAL
54110640EE,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6370,38918,2278,633,6,5,0,3,1,18,0,648,,64,5,38,0,0.5,0.008,0.27,3a,0,0.02,0.4,3,NORMAL
54110640EE,2/3/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7762,44512,2494,730,6,6,0,4,1,0,26,747,,72,7,-,-,-,-,-,-,-,-,-,-,NORMAL
54110640EE,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6067,44862,3075,732,5,6,0,6,0,2,0,749,,50,6,37,0,0.5,0.009,0.23,3a,0,0.01,0.4,1,NORMAL
54110640EE,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8162,55967,3375,906,5,8,0,7,1,9,0,927,,64,6,-,-,-,-,-,-,-,-,-,-,NORMAL
54110640EE,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13351,75453,3970,900,5,8,0,8,2,47,3,923,,62,10,35,0.01,0.5,0.006,0.44,3a,0,0,0.3,4,NORMAL
54110640EE,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10629,61562,3614,770,5,7,0,8,1,4,1,791,,56,6,-,-,-,-,-,-,-,-,-,-,NORMAL
54110640EE,8/28/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6652,50103,3561,801,4,9,0,10,1,4,0,825,,56,7,36,0.01,1,0.008,0.44,3a,0,0.02,0.4,2,NORMAL
54110640EE,2/14/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12856,60278,3450,891,0,12,0,13,0,0,1,916,,40,4,36,0.013,1,0.01,0.49,2b,-,0,0.4,0,NORMAL
54110640EE,9/29/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13921,35470,2559,532,0,5,0,4,0,0,0,541,,81,7,29,0.007,1,0.005,0.72,1a,0,0,0.4,0,NORMAL
54110640EE,2/24/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9838,30064,2217,376,0,4,0,4,0,0,0,384,,57,5,34,0.001,1,0.01,1.18,1b,0,0,0.3,0,NORMAL
54110640EE,8/18/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7012,30338,2239,328,0,3,0,3,1,1,1,335,,79,5,36,0,1,0.013,1.27,1b,0,0,0.4,0,NORMAL
54110640EE,2/1/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5968,44174,2221,410,0,8,0,13,2,0,2,433,,82,8,36,0.007,1,0.01,1.56,1b,0,0,0.5,0,NORMAL
54110640EE,6/29/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4212,35339,2291,675,0,8,0,15,2,1,2,700,42,70,8,,,,,,,,,,,NORMAL
54110641EE,6/21/2013,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12559,40627,1012,188,0,2,0,2,0,0,0,190,,45,19,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,1/7/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15368,39571,783,150,0,1,0,0,0,0,0,151,,51,13,51,0.01,0.5,0.071,0.31,2b,0,0,-,0,NORMAL
54110641EE,6/27/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12140,33634,1036,149,1,1,0,0,0,0,0,151,,57,9,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,12/16/2014,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13320,44176,1102,107,5,0,0,0,0,0,0,112,,57,7,35,0.02,0.5,0.069,0.68,2b,0,0,-,0,NORMAL
54110641EE,7/21/2015,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14243,40168,2067,182,0,0,0,0,11,0,0,193,,54,10,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,2/9/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,15069,46787,2404,255,6,4,0,0,8,0,0,273,,47,12,36,0.02,0.5,0.074,0.59,2b,0,0,-,0,NORMAL
54110641EE,6/15/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10594,60320,3406,671,5,6,0,2,0,12,12,684,,36,6,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,11/24/2016,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9480,56609,3641,792,5,7,0,3,1,18,0,808,,69,6,37,0,0.5,0.007,0.25,3a,0,0.01,0.4,5,NORMAL
54110641EE,2/3/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9346,54805,3624,806,6,7,0,4,1,14,28,824,,64,5,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,8/17/2017,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6067,44862,3075,732,5,6,0,6,0,2,0,749,,52,7,39,0,0.5,0.008,0.25,3a,0,0.03,0.4,8,NORMAL
54110641EE,2/28/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7178,53428,4453,896,4,8,0,6,1,9,0,915,,69,7,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,8/27/2018,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10091,63015,4244,920,5,8,0,7,2,0,0,942,,47,9,35,0.02,0.5,0.011,0.11,3a,0,0.01,0.5,8,NORMAL
54110641EE,2/27/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9801,60262,4471,863,6,8,0,7,1,0,3,885,,48,8,-,-,-,-,-,-,-,-,-,-,NORMAL
54110641EE,8/28/2019,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6708,50972,4178,819,5,8,0,9,2,6,0,843,,47,9,36,0.01,1,0.008,0.32,3a,0,0.01,0.3,7,NORMAL
54110641EE,2/14/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,16047,62569,3656,875,0,12,0,13,0,0,1,900,,33,7,36,0.012,0.5,0.01,0.88,2a,-,0.08,0.4,0,NORMAL
54110641EE,9/29/2020,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13173,33234,2764,538,0,5,0,4,0,0,0,547,,69,10,35,0.008,1,0.006,0.48,1a,0,0,0.4,0,NORMAL
54110641EE,2/24/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9430,12810,2661,362,0,4,0,4,0,0,0,370,,59,6,34,0,1,0.008,1.79,1a,0,0,0.3,8,NORMAL
54110641EE,8/18/2021,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8387,33819,2485,383,0,1,0,3,1,1,1,390,,70,15,36,0.008,1,0.006,1.71,2a,0,0,0.3,7,NORMAL
54110641EE,2/1/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3749,31582,2452,432,0,8,0,11,2,1,2,453,,81,13,31,0.009,1,0.008,1.19,1b,0,0,0.4,0,NORMAL
54110641EE,6/29/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2722,25277,2356,559,0,7,0,11,2,1,2,579,,59,10,,,,,,,,,,,NORMAL
5513053,5/10/2019,,Ekkarach W.,Kritsada K.,FOCUS LAB,GHECO-ONE,81905127,"12M_71,72,73",,37,47,48,50.1,9448,46063,2093,610,6,9,0,5,7,10,1,637,36,45,18.1,35.3,0.001,1,0.005,0.415,2E,0,0.004,0.27,1.8,NORMAL
5513053,5/13/2020,-,Mr.Eakgarak S.,Mr.Jirasak S.,IEC,GPSC,-,-,,-,40,-,-,6366,27416,1824,397,5,6,0,2,2,0,0,412,40,33,4,33,0.01,1,0.078,0.36,1A,0,No Sludge,0.2,10.84,NORMAL
5513053,5/13/2020,-,Mr.Eakgarak S.,Mr.Jirasak S.,IEC,GPSC,-,-,,-,40,-,-,6794,19484,1947,396,1,6,0,3,0,0,0,406,40,51,6,36,0.015,1,0.011,0.18,1A,0,No Sludge,0.3,13.67,NORMAL
5513053,4/21/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5595,37590,1835,425,0,12,0,8,6,2,4,451,42,62,5,,,,,,,,,,,NORMAL
5513053,10/17/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,44,,,9271,56207,3324,958,3,12,0,12,7,5,3,992,44,70.5,5.4,30.7,0.04,1.5,0.006,0.762,2e,-,0.01,3.2,4,NORMAL
5513260,6/20/2016,-,Ekkarach W.,,FOCUS LAB,,81606165,6M,,-,-,-,-,23456,66568,4104,424,11,3,0,1,1,7,10,440,37,66.5,6.7,41.35,0.003,0.5,0,0.032,3A,0,0.015,0.03,2.91,NORMAL
5513260,12/8/2016,-,Ekkarach W.,,FOCUS LAB,,81611232,12M,,-,-,-,-,20181,54685,3855,355,10,3,0,2,1,5,9,371,35,72.6,7,41.35,0.003,0.5,0,0.032,3A,0,0.015,0.03,2.91,NORMAL
5513260,5/19/2017,-,Ekkarach W.,,FOCUS LAB,,81705121,6M,5/19/2017,-,-,-,-,19868,55317,4665,439,11,2,0,3,0,19,16,455,37,56.1,7,41.35,0.003,0.5,0,0.0032,3,0,0.015,0.03,2.91,NORMAL
5513260,11/22/2017,-,Ekkarach W.,,FOCUS LAB,,81711190,12M,11/22/2017,-,-,-,-,18620,49012,5136,392,9,3,0,7,0,5,0,408,37,55.5,6.6,41.95,0.004,0.5,0.001,0.034,2A,0,0.015,0.02,0,NORMAL
5513260,3/23/2018,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81803150,6M,3/23/2018,-,-,-,-,23963,63719,5174,431,9,3,0,5,1,51,6,449,33,44.5,6.1,41.95,0.004,0.5,0.001,0.034,2A,0,0.015,0.02,0,NORMAL
5513260,10/10/2018,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81810168,12M,10/10/2018,35,38,-,55,2117,57874,4941,383,11,3,0,5,2,19,13,404,38,53.7,6.1,38.3,0.001,0.5,0.011,0.218,3A,0,0.011,0.026,4.8,NORMAL
5513260,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810168,"12M_71, 72, 73",,34.9,50,-,55.1,2117,57874,4941,383,11,3,0,5,2,19,13,65450,38,53.7,6.1,38.3,0.001,L0.5,0.011,0.218,3A,0,0.011,0.026,11.2,NORMAL
5513260,4/24/2019,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,81904140,"6M_71,72",,38.3,50,-,56.2,19759,58858,5038,365,6,3,0,7,1,3,1,382,40,50,6.6,38.33,0.001,0.5,0.011,0.218,3A,0,0.011,0.03,11.23,NORMAL
