serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
57005,4/6/2022,,,,5.9519,0.47,0.14,,,,H-Y,5.924,5.9405,0.28,0.04,,,,,,,,,5.9437,0.33,0.02,,,,5.9431,0.32,0.08,,,,,,,5.9423,0.31,0.16,,,,5.9476,0.4,0.12,,,,,Mr. Chaichaleom W.,Mr. Chaichaleom W.,TIS,TIS,TESTRANO 600,GA635A,2/26/2022,41,36,38,59,,0.47,0.16,,,,,,,0.47,0.14,0.33,0.02,0.31,0.16,,,,,,,0.28,0.04,0.32,0.08,0.4,0.12,,,,,,
57011,11/9/2020,,,,4.3132,0.3,0.88,,,,,,,,,,,,,,,,,4.351,0.58,0.83,,,,,,,,,,,,,4.3149,0.26,0.04,,,,,,,,,,,Chaichaleom Waihor,Pimchart Promkhandee,TIS,GPSC,Testrano 600,DA212X,6/21/2020,31,36,36,60,,0.58,0.88,,,,,,,0.3,0.88,0.58,0.83,0.26,0.04,,,,,,,,,,,,,,,,,,
57012,6/2/2019,-,-,-,4.319,0.16,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3178,0.19,0.24,-,-,-,-,-,-,-,-,-,-,-,-,4.328,0.05,0.21,-,-,-,-,-,-,-,-,-,191028244,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,35,43,45,65,,0.19,0.24,-,-,-,-,-,-,0.16,0.03,0.19,0.24,0.05,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6012333,7/24/2018,9.984,0.25,0.03,9.069,0.17,0.03,8.15,0.02,0,,-,-,-,-,,-,-,-,-,9.981,0.22,0.08,9.066,0.14,0.03,8.15,0.02,0.01,-,-,-,-,-,-,9.989,0.3,0.05,9.069,0.17,0,8.151,0.04,0.01,-,-,-,-,-,-,-,Cherdchai,Jirasak S.,TIRATHAI,GLOW-CMT,TTR meter Type PWR3-A,320-003-T0-02,,,,,,,0.3,0.08,0.25,0.03,0.22,0.08,0.3,0.05,0.17,0.03,0.14,0.03,0.17,0,0.02,0,0.02,0.01,0.04,0.01,,,,,,,,,,,,
6012333,10/1/2018,9.981,0.22,0,9.064,0.11,0.01,8.149,0.01,0,,,,,,,,,,,9.981,0.22,0.01,9.063,0.1,0,8.149,0.01,0.02,,,,,,,9.98,0.21,0.01,9.063,0.1,0.01,8.147,0.01,0.02,,,,,,,,,,TIRATHAI,ENGIE GLOW,MEGGER TRAX-220,1800333,,31,32,32,75,,0.22,0.02,0.22,0,0.22,0.01,0.21,0.01,0.11,0.01,0.1,0,0.1,0.01,0.01,0,0.01,0.02,0.01,0.02,,,,,,,,,,,,
6012333,8/3/2023,9.95,0.09,0,9.05,0.04,0,8.14,0.1,0,,-,-,-,-,,-,-,-,-,9.95,0.09,0,9.05,0.04,0,8.14,0.1,0,-,-,-,-,-,-,9.95,0.09,0,9.05,0.04,0,8.14,0.1,0,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,,,,,,0.1,0,0.09,0,0.09,0,0.09,0,0.04,0,0.04,0,0.04,0,0.1,0,0.1,0,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-
6110201,4/24/2023,6.863,0.04,0.01,6.038,0.03,0.02,5.438,0.11,0,,-,-,-,-,,-,-,-,-,6.864,0.03,0,6.039,0.05,0.02,5.438,0.11,0,-,-,-,-,-,-,6.864,0.03,0.01,6.038,0.03,0,5.438,0.11,0,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,1/5/2024,32,35,35,65,,0.11,0.02,0.04,0.01,0.03,0,0.03,0.01,0.03,0.02,0.05,0.02,0.03,0,0.11,0,0.11,0,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-
6110202,8/19/2024,9.95,0.09,0,9.049,0.04,0.02,8.145,0.04,0,-,-,-,-,-,-,-,-,-,-,9.95,0.09,0,9.047,0.07,0,8.145,0.04,0,-,-,-,-,-,-,9.95,0.09,0,9.047,0.07,0.02,8.145,0.04,0,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,1/15/2024,32,38,38,63,,0.09,0.02,0.09,0,0.09,0,0.09,0,0.04,0.02,0.07,0,0.07,0.02,0.04,0,0.04,0,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-
6110203,4/25/2023,3.034,0.1,0,2.764,0.11,0.04,2.495,0.4,0,-,-,-,-,-,-,-,-,-,-,3.034,0.1,0,2.765,0.14,0.04,2.495,0.4,0,-,-,-,-,-,-,3.034,0.1,0,2.764,0.11,0,2.495,0.4,0,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Sanan N.,TIS,GPSC,TESTRANO 600,DA212X,4/25/2026,32,34,33,70,,0.4,0.04,0.1,0,0.1,0,0.1,0,0.11,0.04,0.14,0.04,0.11,0,0.4,0,0.4,0,0.4,0,-,-,-,-,-,-,-,-,-,-,-,-
6110204,4/25/2023,-,-,-,28.545,0.12,0.03,-,-,-,,,,,,,,,,,-,-,-,28.553,0.09,0.03,-,-,-,,,,,,,-,-,-,28.545,0.12,0,-,-,-,,,,,,,,Mr.Worapon J.,Mr.Sanan N.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,38,36,36,50,,0.12,0.03,-,-,-,-,-,-,0.12,0.03,0.09,0.03,0.12,0,-,-,-,-,-,-,,,,,,,,,,,,
6110289,9/30/2018,100,0.03,0.1,95.28,0.02,0,90.49,0.01,0,,,,,,,,,,,100.1,0.07,0,95.28,0.02,0,90.49,0.01,0.02,,,,,,,100.1,0.07,0.1,95.28,0.02,0,90.51,0.01,0.02,,,,,,,,Jaturawit B.,Komsan K.,TIRATHAI,GLOW-ENG,Megger TRAX-220,1800333,,32,30,30,60,,0.07,0.1,0.03,0.1,0.07,0,0.07,0.1,0.02,0,0.02,0,0.02,0,0.01,0,0.01,0.02,0.01,0.02,,,,,,,,,,,,
6110289,8/3/2023,-,-,-,95.247,0.02,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.243,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,95.241,0.02,0.01,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,8/27/2021,,,,,,0.02,0.01,-,-,-,-,-,-,0.02,0,0.02,0,0.02,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
615007,7/2/2015,6.797,0.27,0.01,6.463,0.11,0.02,6.129,0.07,0,,,,,,,,,,,6.796,0.25,0.04,6.462,0.09,0.05,6.129,0.07,0.03,,,,,,,6.799,0.3,0.03,6.465,0.14,0.03,6.131,0.03,0.03,,,,,,,,Atit Jantapornsom,,ABB,,,,,,31.8,,,,0.3,0.05,0.27,0.01,0.25,0.04,0.3,0.03,0.11,0.02,0.09,0.05,0.14,0.03,0.07,0,0.07,0.03,0.03,0.03,,,,,,,,,,,,
615007,12/3/2020,-,-,-,6.46,0.06,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.46,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-,6.46,0.06,0,-,-,-,-,-,-,-,-,-,191019509,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,30,36,36,62,,0.06,0,-,-,-,-,-,-,0.06,0,0.06,0,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6310534,6/10/2022,7.169,0.07,0.03,6.302,0.06,0.02,,,,,,,,,,,,,,7.167,0.04,0.01,6.301,0.05,0.02,,,,,,,,,,7.168,0.06,0.01,6.302,0.06,0,,,,,,,,,,,Panom Nonkong,ERWIN B.,TIRATHAI COMPANY,TJEL,Raytech Spy MarkII,320-002-B0,,32.6,34,34,64,,0.07,0.03,0.07,0.03,0.04,0.01,0.06,0.01,0.06,0.02,0.05,0.02,0.06,0,,,,,,,,,,,,,,,,,,
6310535,6/1/2022,7.161,Infinity,,6.297,Infinity,,5.433,Infinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panom Nonkong,ERWIN B.,TIRATHAI COMPANY,TJEL,,,,35.4,36,36,67,,Infinity,,Infinity,,,,,,Infinity,,,,,,Infinity,,,,,,,,,,,,,,,,,
6310535,6/1/2022,7.161,0.04,0.03,6.297,0.02,0,5.433,0.02,0,,,,,,,,,,,7.159,0.07,0.03,6.297,0.02,0,5.433,0.02,0.02,,,,,,,7.161,0.04,0,6.297,0.02,0,5.434,0.04,0.02,,,,,,,,Panom Nonkong,ERWIN B.,TIRATHAI COMPANY,TJEL,WR14,320-002-B0,,35.4,36,36,67,,0.07,0.03,0.04,0.03,0.07,0.03,0.04,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0.02,0.04,0.02,,,,,,,,,,,,
6310535,6/2/2022,7.161,0.04,0.03,6.297,0.02,0,5.433,0.02,0,,,,,,,,,,,7.159,0.07,0.03,6.297,0.02,0,5.433,0.02,0.02,,,,,,,7.161,0.04,0,6.297,0.02,0,5.434,0.04,0.02,,,,,,,,Panom Nonkong,ERWIN B.,TIRATHAI COMPANY,TJEL,Raytech Spy MarkII,320-002-B0,,35.4,36,36,67,,0.07,0.03,0.04,0.03,0.07,0.03,0.04,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0.02,0.04,0.02,,,,,,,,,,,,
6310535,1/7/2026,7.159,0.07,0,6.295,0.05,0.02,5.432,0,0,-,-,-,-,-,-,-,-,-,-,7.159,0.07,0,6.296,0.03,0,5.432,0,0,-,-,-,-,-,-,7.159,0.07,0,6.296,0.03,0.02,5.432,0,0,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,CE133V,10/2/2025,,,,,,0.07,0.02,0.07,0,0.07,0,0.07,0,0.05,0.02,0.03,0,0.03,0.02,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
6310537,5/11/2022,7.169,0.07,0.03,6.302,0.29,0.02,5.438,0.11,0.02,,,,,,,,,,,7.167,0.04,0.01,6.301,0.27,0.02,5.437,0.09,0.02,,,,,,,7.168,0.06,0.01,6.302,0.29,0,5.438,0.11,0,,,,,,,,Panom Nonkong,ERWIN B.,TIRATHAI COMPANY,TJEL,Raytech Spy MarkII,320-002-B0,,32.6,34,34,64,,0.29,0.03,0.07,0.03,0.04,0.01,0.06,0.01,0.29,0.02,0.27,0.02,0.29,0,0.11,0.02,0.09,0.02,0.11,0,,,,,,,,,,,,
6310537,11/26/2025,7.163,0.01,0.01,6.299,0.02,0.02,5.435,0.06,0.02,-,-,-,-,-,-,-,-,-,-,7.162,0.03,0.01,6.298,0,0,5.434,0.04,0.02,-,-,-,-,-,-,7.163,0.01,0,6.298,0,0.02,5.435,0.06,0,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,CPC 100,,,,,,,,0.06,0.02,0.01,0.01,0.03,0.01,0.01,0,0.02,0.02,0,0,0,0.02,0.06,0.02,0.04,0.02,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-
6410130,12/9/2021,3.03,0.03,0.03,2.886,0.03,0.03,2.741,0.04,0.04,,-,-,-,-,,-,-,-,-,3.029,0.07,0.03,2.885,0.07,0.03,2.742,0,0.04,-,-,-,-,-,-,3.03,0.03,0,2.886,0.03,0,2.741,0.04,0,-,-,-,-,-,-,,Mr.Wongsakorn M.,Mr.Supaphit M.,TIRATHAI,GPSC,,,,,,,,,0.07,0.04,0.03,0.03,0.07,0.03,0.03,0,0.03,0.03,0.07,0.03,0.03,0,0.04,0.04,0,0.04,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-
6410131,12/13/2021,3.0294,0.05,0.01,2.8858,0.04,0,2.7406,0.05,0.01,,-,-,-,-,,-,-,-,-,3.0298,0.04,0.01,2.8858,0.04,0,2.7408,0.04,0.01,-,-,-,-,-,-,3.0294,0.05,0,2.8858,0.04,0,2.7406,0.05,0,-,-,-,-,-,-,,Mr.Wongsakorn M.,Mr.Supaphit M.,TIRATHAI,GPSC,,,,,,,,,0.05,0.01,0.05,0.01,0.04,0.01,0.05,0,0.04,0,0.04,0,0.04,0,0.05,0.01,0.04,0.01,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-
6410137,12/14/2021,3.03,0.03,0,2.885,0.07,0.03,2.741,0.04,0,,,,,,,,,,,3.03,0.03,0.03,2.886,0.03,0.03,2.741,0.04,0.04,,,,,,,3.029,0.07,0.03,2.885,0.07,0,2.74,0.07,0.04,,,,,,,,Mr.Wongsakorn M.,Supaphit M.,TIRATHAI,,,,,,,,,,0.07,0.04,0.03,0,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.07,0,0.04,0,0.04,0.04,0.07,0.04,,,,,,,,,,,,
6512362,5/10/2023,7.139,0.24,0,6.2035,0.17,0.01,5.4245,0.1,0.01,,,,,,,,,,,7.139,0.24,0.01,6.203,0.16,0.01,5.424,0.09,0.01,,,,,,,7.1385,0.23,0.01,6.2035,0.17,0,5.4245,0.1,0,,,,,,,,Mr. PANOM,,TIRATHAI,,Raytech Spy Mark II,320-002-BO,,32.9,40,40,69.4,SAT,0.24,0.01,0.24,0,0.24,0.01,0.23,0.01,0.17,0.01,0.16,0.01,0.17,0,0.1,0.01,0.09,0.01,0.1,0,,,,,,,,,,,,
6512363,2/22/2023,7.1395,0.25,0.01,6.204,0.18,0,5.425,0.11,0,,,,,,,,,,,7.139,0.24,0,6.204,0.18,0.01,5.425,0.11,0.06,,,,,,,7.139,0.24,0.01,6.2045,0.19,0.01,5.422,0.06,0.06,,,,,,,,Mr. PANOM,,TIRATHAI,,,,,31,34,34,71,SAT,0.25,0.06,0.25,0.01,0.24,0,0.24,0.01,0.18,0,0.18,0.01,0.19,0.01,0.11,0,0.11,0.06,0.06,0.06,,,,,,,,,,,,
667001,5/8/2024,63.696,0.31,0,57.871,0.25,0,51.929,0.06,0,,-,-,-,-,,-,-,-,-,63.693,0.3,0.01,57.871,0.25,0.15,51.928,0.06,0.01,-,-,-,-,-,-,63.698,0.31,0,57.782,0.1,0.15,51.931,0.06,0,-,-,-,-,-,-,,,Mr.Jirasak S.,"Fuji Tusco Co.,Ltd.",GPSC,TESTRANO 600,,,32,32,32,49,,0.31,0.15,0.31,0,0.3,0.01,0.31,0,0.25,0,0.25,0.15,0.1,0.15,0.06,0,0.06,0.01,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-
764-60027/1,3/6/2012,27.112,-0.136,,28.57,-0.028,,30.028,0.073,,2,,27.84,-0.083,,4,,29.298,0.02,,27.106,-0.158,,28.564,-0.049,,30.018,0.04,,27.834,-0.104,,29.292,0,,27.108,-0.151,,28.568,-0.035,,30.002,-0.013,,27.836,-0.097,,29.294,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76460027_1,10/23/2015,30.016,0.03,0,28.562,0.06,0,27.105,0.16,0.01,,-,-,-,-,,-,-,-,-,30.017,0.03,0.01,28.563,0.05,0,27.109,0.15,0.01,-,-,-,-,-,-,30.015,0.03,0,28.562,0.06,0,27.105,0.16,0,-,-,-,-,-,-,-,Anusit S.,,TIS,,Raytech/Spymark III,283180,,-,-,-,-,,0.16,0.01,0.03,0,0.03,0.01,0.03,0,0.06,0,0.05,0,0.06,0,0.16,0.01,0.15,0.01,0.16,0,-,-,-,-,-,-,-,-,-,-,-,-
78140107_2,10/25/2015,30.01,0.01,0.01,28.55,0.1,0,27.096,0.2,0,,-,-,-,-,,-,-,-,-,30.008,0,0.02,28.55,0.1,0,27.095,0.2,0,-,-,-,-,-,-,30.003,0.01,0.02,28.55,0.1,0,27.094,0.2,0.01,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Raytech/Spymark III,283180,,-,-,-,-,,0.2,0.02,0.01,0.01,0,0.02,0.01,0.02,0.1,0,0.1,0,0.1,0,0.2,0,0.2,0,0.2,0.01,-,-,-,-,-,-,-,-,-,-,-,-
78140107_3,10/24/2015,30.012,0.02,0,28.546,0.11,0,27.094,0.2,0.01,,-,-,-,-,,-,-,-,-,30.012,0.02,0.03,28.547,0.11,0,27.097,0.19,0,-,-,-,-,-,-,30.003,0.01,0.03,28.547,0.11,0,27.097,0.19,0.01,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Raytech/Spymark III,283180,,-,-,-,-,,0.2,0.03,0.02,0,0.02,0.03,0.01,0.03,0.11,0,0.11,0,0.11,0,0.2,0.01,0.19,0,0.19,0.01,-,-,-,-,-,-,-,-,-,-,-,-
96.4.0549,1/14/2009,,,,,,,,,,3,,5.919,0.08,,,,,,,,,,,,,,,,5.92,0.067,,,,,,,,,,,,,,5.92,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624007,12/15/2015,2.6314,0.14,0,2.7628,0.12,0.01,2.908,0.14,0.01,-,-,-,-,-,-,-,-,-,-,2.6314,0.14,0.01,2.763,0.11,0,2.9082,0.13,0,-,-,-,-,-,-,2.6316,0.13,0.01,2.763,0.11,0.01,2.9082,0.13,0.01,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Raytech/Spymark III,314151,,-,-,-,-,,0.14,0.01,0.14,0,0.14,0.01,0.13,0.01,0.12,0.01,0.11,0,0.11,0.01,0.14,0.01,0.13,0,0.13,0.01,-,-,-,-,-,-,-,-,-,-,-,-
9624007,8/29/2018,2.6321,0.11,0.01,2.7635,0.09,0.01,2.9092,0.1,0.02,-,-,-,-,-,-,-,-,-,-,2.6319,0.12,0.01,2.7633,0.1,0,2.9087,0.11,0,-,-,-,-,-,-,2.6317,0.13,0.02,2.7632,0.1,0.01,2.9087,0.11,0.02,-,-,-,-,-,-,-,Mr.Chaichaleom Waihor,Jirasak S.,TIS,GLOW,TESTRANO 600,DA212X,4/19/2018,35,41,39,56,,0.13,0.02,0.11,0.01,0.12,0.01,0.13,0.02,0.09,0.01,0.1,0,0.1,0.01,0.1,0.02,0.11,0,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-
9624007,8/9/2021,2.632,0.11,0.02,2.7634,0.09,0.02,2.9098,0.08,0.06,,-,-,-,-,,-,-,-,-,2.6315,0.13,0.02,2.7629,0.11,0.01,2.908,0.14,0.02,-,-,-,-,-,-,2.6309,0.16,0.04,2.7625,0.13,0.03,2.9074,0.16,0.08,-,-,-,-,-,-,211007491,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2/16/2018,32,40,40,64,,0.16,0.08,0.11,0.02,0.13,0.02,0.16,0.04,0.09,0.02,0.11,0.01,0.13,0.03,0.08,0.06,0.14,0.02,0.16,0.08,-,-,-,-,-,-,-,-,-,-,-,-
9624007,9/17/2024,2.6318,0.12,0.06,2.7632,0.1,0.05,2.9089,0.11,0.06,,,,,,,,,,,2.6302,0.18,0.06,2.7618,0.15,0.04,2.9071,0.17,0.05,,,,,,,2.6317,0.13,0,2.763,0.11,0.01,2.9085,0.12,0.01,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,FJ571Z,5/1/2025,38,38,38,54,3 Year PM Transformer,0.18,0.06,0.12,0.06,0.18,0.06,0.13,0,0.1,0.05,0.15,0.04,0.11,0.01,0.11,0.06,0.17,0.05,0.12,0.01,,,,,,,,,,,,
9640548,8/16/2024,-,-,-,5.912,0.2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.916,0.14,0.25,-,-,-,-,-,-,-,-,-,-,-,-,5.931,0.12,0.32,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,12/27/2023,35,40,40,61,,0.2,0.32,-,-,-,-,-,-,0.2,0.07,0.14,0.25,0.12,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9640549,8/31/2018,-,-,-,6.027,1.74,0,,,,,,,,,,,,,,-,-,-,6.027,1.74,0.35,,,,,,,,,,-,-,-,6.006,1.38,0.35,,,,,,,,,,,Mr.Chaichaleam,Mr.Methee Mejitti,"TIS Engineering and Service Co.,Ltd.",CMT-GLOW,Raytec /SPY Mark III,314151,,35,32,35,58,,1.74,0.35,-,-,-,-,-,-,1.74,0,1.74,0.35,1.38,0.35,,,,,,,,,,,,,,,,,,
9640549,10/26/2018,-,-,-,6.025,1.7,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.025,1.7,0,-,-,-,-,-,-,-,-,-,-,-,-,6.025,1.7,0,-,-,-,-,-,-,-,-,-,181089215,Mr.Chaichaleom Waihor,Pimchart P.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,,314151,6/9/2018,33,-,-,62,,1.7,0,,,,,,,1.7,0,1.7,0,1.7,0,,,,,,,,,,,,,,,,,,
9640549,11/1/2020,-,-,-,5.9199,0.07,0,-,-,-,-,-,-,-,,-,-,-,-,,-,-,-,5.91993,0.07,0,-,-,-,-,-,,-,-,,-,-,-,5.9197,0.07,0,-,-,-,-,-,,-,-,,,Mr.Chaichaleom W.,Mr.Pimchart P.,TIS,GPSC,TESTRANO 600,DA212X,7/21/2020,32,38,38,72,,0.07,0,,,,,,,0.07,0,0.07,0,0.07,0,,,,,,,,,,,,,,,,,,
9640549,8/27/2023,-,-,-,5.919,0.09,0.02,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.918,0.1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,5.917,0.12,0.03,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,Megger,,,32,40,40,60,,0.12,0.03,-,-,-,-,-,-,0.09,0.02,0.1,0.02,0.12,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97.2.4074,1/18/2009,3.607,-0.028,,3.787,-0.29,,3.987,-0.025,,3R,,3.718,-0.027,,1R,,3.764,-0.027,,3.607,-0.028,,3.788,-0.263,,3.987,-0.025,,3.718,-0.027,,3.764,-0.027,,3.607,-0.028,,3.787,-0.29,,3.987,-0.025,,3.718,-0.027,,3.718,-0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724074,11/27/2018,3.6074,0.02,0.01,3.7868,0.05,0.04,3.988,0.01,0,,,,,,,,,,,3.6076,0.02,0,3.7885,0.01,0,3.9879,0.01,0.01,,,,,,,3.6077,0.02,0.01,3.7885,0.01,0.04,3.9881,0,0,,,,,,,181090679,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,40,40,54,,0.05,0.04,0.02,0.01,0.02,0,0.02,0.01,0.05,0.04,0.01,0,0.01,0.04,0.01,0,0.01,0.01,0,0,,,,,,,,,,,,
9724075,8/28/2014,3.9866,Infinity,0.01,3.7877,Infinity,0,3.6073,Infinity,0.01,,,,,,,,,,,3.9869,Infinity,0,3.7877,Infinity,0,3.6075,Infinity,0.01,,,,,,,3.987,Infinity,0.01,3.7877,Infinity,0,3.6073,Infinity,0,,,,,,,,Mr. Itsared P,,"TIS Engineering & Service Co.,Ltd",,Raytech/TR.Spy mark III,2783180,8/28/2014,,,,,,Infinity,0.01,Infinity,0.01,Infinity,0,Infinity,0.01,Infinity,0,Infinity,0,Infinity,0,Infinity,0.01,Infinity,0.01,Infinity,0,,,,,,,,,,,,
9724075,5/19/2016,3.607,0.03,0,3.789,0,0.05,3.988,0,0.03,-,-,-,-,-,,-,-,-,-,3.607,0.03,0,3.787,0.05,0,3.987,0.03,0,-,-,-,-,-,-,3.607,0.03,0,3.787,0.05,0.05,3.987,0.03,0.03,-,-,-,-,-,-,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Raytech / Spy Mark III,314151,5/19/2016,34,42,40,60,,0.05,0.05,Infinity,0,Infinity,0,Infinity,0,Infinity,0.05,Infinity,0,Infinity,0.05,Infinity,0.03,Infinity,0,Infinity,0.03,,,,,,,,,,,,
9724075,6/2/2019,3.6082,0.01,0.01,3.7885,0.01,0,3.988,0,0,-,-,-,-,-,-,-,-,-,-,3.608,0,0.02,3.7884,0.02,0.02,3.9881,0,0.04,-,-,-,-,-,-,3.6073,0.02,0.02,3.7876,0.04,0.02,3.9867,0.03,0.03,-,-,-,-,-,-,191028248,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,40,40,58,,0.04,0.04,0.01,0.01,0,0.02,0.02,0.02,0.01,0,0.02,0.02,0.04,0.02,0,0,0,0.04,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-
9724075,10/17/2023,3.6074,0.02,0,3.7878,0.03,0.01,3.9872,0.02,0,,,,,,,,,,,3.6074,0.02,0.01,3.7876,0.04,0.01,3.9871,0.02,0.01,,,,,,,3.6078,0.01,0.01,3.788,0.03,0.01,3.9875,0.01,0.01,,,,,,,,Mr. Prawit N.,,HITACHI,,,,,32,32,32,50,,0.04,0.01,0.02,0,0.02,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.03,0.01,0.02,0,0.02,0.01,0.01,0.01,,,,,,,,,,,,
9724076,6/11/2019,2.9087,0.12,0,2.7632,0.12,0,2.6317,0.11,0,-,-,-,-,-,-,-,-,-,-,2.9088,0.11,0.04,2.7632,0.12,0.04,2.6318,0.11,0.05,-,-,-,-,-,-,2.9075,0.16,0.04,2.7621,0.16,0.04,2.6306,0.16,0.04,-,-,-,-,-,-,191030991,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,30,30,30,70,,0.16,0.05,0.12,0,0.11,0.04,0.16,0.04,0.12,0,0.12,0.04,0.16,0.04,0.11,0,0.11,0.05,0.16,0.04,-,-,-,-,-,-,-,-,-,-,-,-
EDP004301,2/8/2018,9.945,0.14,0,9.0425,0.13,0.01,8.1375,0.13,0.01,,-,-,-,-,,-,-,-,-,9.945,0.14,0.03,9.043,0.12,0.02,8.138,0.12,0.01,-,-,-,-,-,-,9.9475,0.12,0.03,9.0445,0.1,0.02,8.139,0.11,0.02,-,-,-,-,-,-,,Mr.Phanuphong L.,Mr.Pitsanuvet K.,TIS,GLOW,Raytech/Spymark III,314-151,3/1/2017,32,34,-,54,,0.14,0.03,0.14,0,0.14,0.03,0.12,0.03,0.13,0.01,0.12,0.02,0.1,0.02,0.13,0.01,0.12,0.01,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-
