SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
EDP011601,10/7/2024,10,36.94,48.363,66.203,,,,,26.414,35.681,48.609,,,36.796,48.125,65.9,,,17.54,16.59,15.14,,,6.88,6.73,6.54,,,16.34,15.56,14.33,,,,,,,,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,10/9/2024,33,46,46,61,,17.54
EDP018401,10/29/2023,10,7.524,8.994,10.941,,,,,2.429,2.95,3.62,,,7.317,8.806,10.724,,,0.24,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,Mr. Chairat P.,Mr. Chairat P.,HITACHI,HITACHI,TESTRANO 600,CH158W,5/14/2018,32,32,32,71,,0.24
ET8712/1,2/1/2018,200,4.069,4.443,5.52,,,,,3.431,3.684,4.466,,,4.247,4.622,5.753,,,0,0,0,,,0,0,0,,,0,0,0,,,200,79.68,61.41,85.16,,,,,,,,,,,,Mr. Phanuphong I.,Mr. Pitsanuvet K.,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,Variac/Fluke189,88700531,,35,34,35,53,,0
ET8712/1,10/27/2023,10000,56.72,63.31,83.45,,-,,-,43.37,47.92,61.99,-,-,56.8,63.25,83.17,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,-,Hitachi,GPSC,,,,,,,,,0
ET8712/1,10/30/2023,10,53.62,59.56,77.29,,-,,-,38.04,42.05,55.27,-,-,53.25,59.52,76.58,-,-,5.47,5.92,7.38,-,-,12.29,12.25,10.84,-,-,6.25,5.9,7.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,,,,,,,,,12.29
ET8712_2,8/11/2024,10000,49.555,55.256,72.2,-,-,-,-,36.529,40.936,54.333,-,-,49.514,55.112,71.895,-,-,1.13,0.47,0.28,-,-,1.47,2.34,6.54,-,-,1.05,0.2,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Polasart T.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,FJ571Z,,,,,,,6.54
ET8713/1,11/1/2023,10000,52.144,58.008,76.099,,-,,-,39.14,43.523,57.544,-,-,52.592,58.394,76.492,-,-,0.01,0.01,0.01,-,-,0,0.01,0.01,-,-,0,0.01,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,TESTRANO 600,,,,,,,,0.09
FC203816,8/25/2019,3000,,178.784,,,,,,,80.923,,,,,176.237,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,191043906,Mr. Jirasak S.,Mr. Methee M.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2/16/2018,34,35,35,55,,0
JD 85034202,6/1/2013,200,4.958,5.345,5.806,2,5.152,4,5.565,4.896,5.317,5.799,5.114,5.534,7.428,7.701,8.367,7.428,8.035,,,,,,,,,,,,,,,,50,0.4175,0.5402,0.5357,,,,,,,,,,,,,,,,,,,,,,,,0
JD85034202,6/1/2013,200,4.958,5.152,5.806,,,,,4.896,5.114,5.799,,,7.428,7.428,8.367,,,Infinity,3.61,Infinity,,,Infinity,3.82,Infinity,,,Infinity,3.54,Infinity,,,50,0.4175,0.5402,0.5357,,,,,,,,,,,,Mr. Nipon B,,"TIS Engineering and Service co., Ltd",,Multimeter-Fluke 189,89820090,,,,,,,Infinity
JD85034202,1/10/2017,200,-,4.045,-,-,-,-,-,-,4.008,-,-,-,-,5.566,-,-,-,-,24.32,-,-,-,-,24.62,-,-,-,-,27.72,-,-,-,50,304.3,393.4,389.1,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,,34,32,32,68,,27.72
JD85034202,1/9/2019,200,-,4.662,-,,-,,-,-,4.639,-,-,-,-,7.499,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,200,353.737,518.57,515.816,-,-,-,-,-,-,-,-,-,-,-,Phanasak K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,1/19/2018,30,35,36,69,,0
JD85034202,1/9/2026,10000,,69.933,,,,,,,68.992,,,,,97.312,,,,,1.35,,,,,1.46,,,,,0.32,,,,,,,,,,,,,,,,,,,Mr.Kongsak K.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,FJ571Z,,25,25,25,65,,1.46
K810290,11/28/2019,2,-,293.962,-,,-,,-,-,136.632,-,-,-,-,290.895,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191057168,Jirasak S.,Methee M.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,33,-,34,47,,0
K810291,11/23/2019,2000,,88.077,,,,,,,207.331,,,,,206.822,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,191057170,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,29,-,29,50,,0
PBE0579,12/13/2015,200,-,10.565,-,-,-,-,-,-,11.264,-,-,-,-,11.49,-,-,-,-,76.35,-,-,-,-,69.56,-,-,-,-,75.05,-,-,-,50,1.1185,0.9284,1.0962,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,21070063,,-,-,-,-,,76.35
PBE0579,8/29/2018,200,-,5.991,-,-,-,-,-,-,6.643,-,-,-,-,6.564,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,50,1149,939.88,1168,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,4/19/2018,33,40,-,65,,0
PBE0580,12/12/2015,200,,8.468,,,,,,,10.193,,,,,10.211,,,,,46.2,,,,,41.55,,,,,52.74,,,,50,1.2445,1.0158,1.2978,-,-,-,-,,,,,,,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,21070063,,-,-,-,-,,52.74
PBE0580,8/29/2018,200,-,5.792,-,-,-,-,-,-,7.201,-,-,-,-,6.685,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,50,1191,994.3,1266,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,4/19/2018,31,38,-,58,,0
PBJ1198,6/20/2015,200,-,3.372,-,-,-,-,-,-,4.247,-,-,-,-,4.808,-,-,-,-,12.44,-,-,-,-,20.31,-,-,-,-,24.43,-,-,-,50,1136,839,1118,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,89550211,,-,-,-,-,,24.43
PBJ1198,6/1/2017,200,-,3.697,-,-,-,-,-,-,5.301,-,-,-,-,4.443,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,50,993.6,784.8,1006.6,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,89550211,3/3/2017,34,50,-,67,,0
PBJ1200,8/19/2012,200,,2.999,,,,,,,3.53,,,,,3.864,,,,,11.06,,,,,16.88,,,,,19.63,,,,50,848.6,672.7,846,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Raytech / SPY Mark III,,5/23/2012,,,,,,19.63
PBJ1200,6/20/2015,200,,3.372,,,,,,,4.247,,,,,4.808,,,,,0,,,,,0,,,,,0,,,,50,1094,758.6,1048,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,89550211,,,,,,,0
PBJ1200,6/5/2017,200,,2.894,,,,,,,3.578,,,,,4.023,,,,,14.18,,,,,15.75,,,,,16.33,,,,50,976.1,725,937.3,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,3/3/2017,34,50,,67,,16.33
PBJ1200,10/26/2018,200,-,3.868,-,,-,,-,-,4.553,-,-,-,-,5.477,-,-,-,-,14.71,-,-,-,-,7.21,-,-,-,-,13.91,-,-,-,50,1079,782.03,963.17,-,-,-,-,-,-,-,-,-,-,181090534,Mr.Thanawat K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,,34,38,38,63,,14.71
PBK1325,9/2/2014,200,-,3.408,-,-,-,-,-,-,4.3248,-,-,-,-,4.24,-,-,-,-,0,-,-,-,-,1.81,-,-,-,-,0,-,-,-,50,1051.1,845.3,1044.8,,,,,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,-,,-,-,-,-,,1.81
PBK1325,6/4/2016,200,,4.702,,,,,,,6.046,,,,,6.264,,,,,37.97,,,,,42.33,,,,,47.74,,,,50,1068.7,820,1031,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,88700532,9/30/2015,33,40,,52,,47.74
PBK1325,12/5/2017,200,,4.271,,,,,,,4.664,,,,,6.877,,,,,25.32,,,,,9.79,,,,,62.19,,,,50,1053,785,994,-,-,-,-,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,3/3/2017,27,38,,62,,62.19
PBL1465,9/2/2014,200,,3.346,,,,,,,4.69,,,,,4.24,,,,,0,,,,,0,,,,,0,,,,50,1119.8,897.8,1111.6,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,91051542,,,,,,,0
PBL1465,6/4/2016,200,,4.995,,,,,,,4.658,,,,,6.55,,,,,49.28,,,,,0.68,,,,,54.48,,,,50,1121,856,1109,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,99700532,9/30/2015,33,38,,52,,54.48
PBL1465,12/5/2017,200,-,5.379,-,,-,,-,-,5.862,-,-,-,-,8.595,-,-,-,-,60.76,-,-,-,-,24.99,-,-,-,-,102.71,-,-,-,50,1053,820,1043,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,3/3/2017,29,38,,64,,102.71
PP0016B01,2/13/2021,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,0
PP0050B01,2/2/2016,200,,0.95,,,,,,,1.5,,,,,1.25,,,,,255.32,,,,,62.11,,,,,142.63,,,,200,62.26,43.972,57.27,,,,,,,,,,,,Mr.Anusit Sara,Mr.Somporn Duangprom,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Variac/Fulke 289,21070063,,,,,,,1.32
PP0050B01,1/16/2022,200,-,2.07,-,,-,,-,-,1.66,-,-,-,-,2.48,-,-,-,-,0.34,-,-,-,-,0.18,-,-,-,-,0.24,-,-,-,200,74.023,46.406,54.693,-,-,-,-,-,-,-,-,-,-,181100888,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2/16/2018,30,31,32,76,,0.34
PP0084B01,11/1/2023,10000,52.144,58.008,76.099,-,-,-,-,39.14,43.523,57.544,-,-,52.592,58.394,76.429,-,-,0.01,0.01,0.01,-,-,0,0.01,0.01,-,-,0,0.01,0.01,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,TESTRANO 600,,,,,,,,0.01
PP0084B01,7/15/2026,10000,11.8,14.024,16.915,,-,,-,4.908,5.816,6.981,-,-,11.822,14.114,17.033,-,-,22.28,22.54,22.62,-,-,5.16,5.55,5.78,-,-,18.1,23.81,18.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchart M.,GPSC,GPSC,TESTRANO 600,DA193X,12/15/2025,,,,,,23.81
PP0102B01,5/24/2023,10000,12.281,14.676,17.79,,-,,-,3.965,4.787,5.853,-,-,12.247,14.713,17.844,-,-,0.66,0.52,0.51,-,-,1.67,1.85,0.91,-,-,0.39,0.09,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,8/27/2021,,,,,,1.85
PP0102B01,7/21/2026,10000,13.591,16.119,19.408,-,-,-,-,4.083,4.824,5.78,-,-,13.737,16.358,19.676,-,-,11.4,10.4,9.65,-,-,4.69,2.64,0.34,-,-,12.6,11.28,10.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchart M.,GPSC,GPSC,TESTRANO 600,DA193X,12/15/2025,,,,,,12.6
PP0158B01,4/4/2023,10000,15.2,16.62,18.26,-,-,-,-,4.46,4.9,5.39,-,-,15.49,16.974,18.61,-,-,0.85,0.72,0.54,-,-,2.29,2.3,2.08,-,-,0,0.14,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,34,32,32,59,,2.3
PP0174B01,7/4/2024,10000,-,64.31,-,-,-,-,-,-,47.55,-,-,-,-,64.4,-,-,-,-,0.48,-,-,-,-,1.17,-,-,-,-,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,12/27/2023,33,34,34,67,,1.17
PP0181B01,3/15/2023,10000,13.517,14.804,16.284,-,-,-,-,4.677,5.139,5.659,-,-,13.538,14.855,16.318,-,-,0.13,0.03,0.52,-,-,1.67,0.76,1.05,-,-,0.28,0.37,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82452035011,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,34,34,52,,1.67
PP0225B01,1/31/2022,10000,-,56.43,-,,-,,-,-,39.95,-,-,-,-,56.5,-,-,-,-,0.05,-,-,-,-,0.13,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,33,33,33,75,,0.13
PP0225B01,1/21/2025,10000,-,57.54,-,-,-,-,-,-,40.45,-,-,-,-,57.69,-,-,-,-,2.02,-,-,-,-,1.38,-,-,-,-,2.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,30,34,34,56,,2.11
PP0286B01,4/29/2013,200,0.837,0.925,1.105,,,,,1.285,1.504,1.825,,,1.054,1.236,1.524,,,0,0,0,,,0,0,0,,,0,0,0,,,200,54.78,39.5,56,,,,,,,,,,,,Mr. Phanupong Inchina,Mr. Witoon Khommuangpuk,"TIS Engineering and Service Co., Ltd",GLOW,Digital Multimeter - Fuke189,,5/21/2012,,,,,,0
PP0286B01,7/19/2014,10000,0.837,0.925,1.105,1,12.483,,,1.285,1.504,1.825,14.901,,1.054,1.236,1.524,14.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PPD0225B01,1/31/2022,10000,-,56.432,-,,-,,-,-,39.954,-,-,-,-,56.504,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,,33,33,33,75,,0
PT3W67000/123,5/16/2013,200,5.472,5.913,6.421,2,5.697,4,6.152,4.187,4.503,4.886,4.356,4.684,5.493,5.931,6.431,5.695,6.176,,,,,,,,,,,,,,,,200,81,114.47,113.23,,,,,,,,,,,,,,,,,,,,,,,,0
PT3W67000/123,9/15/2015,200,3.88,4.165,4.49,2,3.995,4,4.268,3.002,3.248,3.559,3.103,3.359,3.817,4.131,4.44,3.945,4.297,,,,,,,,,,,,,,,,200,59.49,76.3,79.95,,,,,,,,,,,,,,,,,,,,,,,,30.96
PTE 1689/01,6/4/2016,,3.499,3.956,4.507,,,,,3.39,3.814,4.268,,,3.539,3.995,4.602,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PTE 1689/01,6/10/2019,200,2.958,2.282,3.014,,-,,-,3.146,2.534,3.243,-,-,3.69,2.87,3.674,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191030987,Mr.Chaichaleom W.,Mr.Methee M.,TIS,GPSC,Testrano 600,DA212X,4/19/2019,33,38,38,69,,0
PTE 1689/01,7/4/2021,10000,17.452,20.653,28.179,,-,,-,12.384,14.2,18.966,-,-,18.82,22.12,29.876,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201023323,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,32,42,42,62,,0
PTE 1689/01,7/4/2021,10000,17.452,20.653,28.179,-,-,-,-,12.384,14.2,18.966,-,-,18.82,22.124,29.876,-,-,0,0,0,-,-,0,0,0,-,-,0,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201022875,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,34,42,42,62,,0.02
PTE 1689/01,9/10/2023,10000,15.893,19.037,26.271,,,,,12.143,14.836,21.053,,,18.776,22.547,30.641,,,8.93,7.82,6.77,,,1.95,4.48,11,,,0.23,1.93,2.56,,,,,,,,,,,,,,,,,,Prawit Nakrob,Mr.Pimchart P.,Hitachi Energy,GPSC,Testrano 600,CH158W,1/22/2023,28,32,32,65,,11
PTE 1689/01,6/20/2024,10000,17.72,20.786,28.817,,,,,12.486,14.307,18.935,,,19.234,21.868,29.629,,,1.54,0.64,2.26,,,0.82,0.75,0.16,,,2.2,1.14,0.83,,,,,,,,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,,32,40,40,73,,2.26
PTE 1689/011,8/31/2014,1000,0.10283,0.132943,0.241043,2L,123.572,2R,143.857,0.097869,0.124653,0.220103,116.456,137.245,0.096242,0.120786,0.231927,117.484,137.592,Infinity,Infinity,Infinity,,,Infinity,Infinity,Infinity,,,Infinity,Infinity,Infinity,,,1000,76.531,45.084,72.809,,,,,,,,,,,,,,,,,,,,,,,,97.28
PTE 1689/01ERRor,6/4/2016,,3.499,3.956,4.507,,,,,3.39,3.814,4.268,,,3.539,3.995,4.602,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PTE 1689/02,6/3/2018,200,3.1,6.8,8.1,,,,,4.8,5.4,6.3,,,4.8,5.5,6.4,,,0.1,0.6,0.6,,,1.17,0.37,0.4,,,1.9,0.38,1.37,,,200,6.472,5.433,6.828,,,,,,,,,,,,,,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,89550211,3/3/2017,35,30,34,54,,1.9
PTE 1689/02,10/24/2018,200,3.636,2.965,2.734,5L,2.815,10R,3.404,2.86,2.547,2.403,2.471,2.792,3.611,3.09,2.84,2.934,3.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,200,6.091,4.744,6.197,2.815,2.471,2.934,3.404,2.792,3.518,,Chaichaleom W.,Phimchart P.,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTRANO 600,,,30,31,32,68,,0
PTE 1689/02,10/28/2020,10000,17.8,20.96,28.45,5L,18.848,6L,18.45,12.02,14.02,19.05,12.63,12.406,19.05,22.36,30.21,20.15,19.749,0.06,0,0,0.04,0,0,0,0.05,0,0.03,0,0,0,0,0.01,-,-,-,-,-,-,-,-,18.84,12.63,20.15,18.45,12.41,19.75,201022873,Mr.Jirasak S.,,NHT/NRV,,,,2/16/2018,36,39,39,53,,0.06
PTE 1689/02,8/16/2023,10,17.904,21.052,28.509,,-,,-,12.705,14.054,19.026,-,-,19.018,22.257,29.974,-,-,0.53,0.44,0.21,-,-,5.7,0.24,0.18,-,-,0.17,0.46,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,,,,,,,,5.7
PTE 1689/02,5/22/2025,10000,18.34,21.57,29.28,-,-,-,-,12.06,14,18.98,-,-,18.29,21.35,28.75,-,-,2.98,2.91,2.92,-,-,0.33,0.14,0.42,-,-,3.99,4.52,4.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,4.83
PTE 1689/03,8/16/2012,200,3.476,3.984,5.01,1L,3.979,1R,4.117,3.448,3.884,4.77,3.826,3.964,4.927,5.735,7.501,5.636,5.881,,,,,,,,,,,,,,,,200,8.944,8.423,15.082,,,,,,,,,,,,,,,,,,,,,,,,98.3
PTE 1689/03,8/18/2012,200,6.103,6.841,8.149,1L,6.726,1R,6.964,4.857,5.42,6.325,6.726,6.964,4.893,5.521,6.489,5.463,5.635,,,,,,,,,,,,,,,,200,10.599,10.357,15.393,,,,,,,,,,,,,,,,,,,,,,,,97.61
PTE 1689/03,7/25/2016,20000,202.793,115.584,86.412,,,,,202.81,116.554,91.762,,,199.1,106.344,80.411,,,0,0,0,,,0,0,0,,,0,0,0,,,2000,109.456,82.358,119.072,,,,,,,,,,,,Mr. Anusit Sara,Mr. Suchat Monboyai,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,88700532,3/2/2015,29,36,38,70,,0
PTE 1689/03,11/11/2020,10,17.37,20.527,27.975,5L,18.408,6L,18.041,12.213,14.226,19.288,12.845,12.619,18.619,21.903,29.605,19.707,19.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,18.408,12.845,19.707,18.041,12.619,19.326,201023345,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA 193X,2/16/2018,30,30,30,50,,0
PTE 1689/03,1/26/2025,10,17.827,20.987,28.392,,,,,12.543,14.561,19.609,,,19.202,22.551,30.301,,,2.63,2.24,1.49,,,2.7,2.35,1.66,,,3.13,2.96,2.35,,,,,,,,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,10/9/2024,32,32,32,61,,3.13
PTE 1689/04,5/13/2016,200,2.02,2.359,3.103,,,,,1.677,1.972,2.539,,,2.072,2.417,3.198,,,58.15,18.32,50.27,,,61.99,28.34,29.08,,,55.16,11.88,66.74,,,200,5.773,4.536,5.823,,,,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Variac/Fulke 189,88700532,9/30/2015,34,36,38,46,,0
PTE 1689/04,6/13/2019,10000,22.52,27.247,36.99,,,,,16.082,19.991,28.583,,,28.294,32.435,42.437,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,191028236,Mr. Jirasak S.,Mr. Methee M.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2/16/2018,33,35,35,55,,0
PTE 1689/04,3/13/2022,10000,20.6,27.6,34.4,,-,,-,15.4,18.4,27.6,-,-,27.3,30.1,40.1,-,-,8.53,1.3,7,-,-,4.24,7.96,3.44,-,-,3.51,7.2,5.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.JIrasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,,,,,,,8.53
PTE 1689/04,7/7/2025,10000,17.72,20.875,298.4,-,-,-,-,12.07,14.055,19.059,-,-,18.8,22.06,29.817,-,-,21.31,23.39,706.7,-,-,24.95,29.69,33.32,-,-,33.55,31.99,29.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,706.7
Suphon Test,11/18/2020,1,65,70,75,1,1,1,1,65,70,75,1,1,65,70,75,1,1,1.56,7.69,13.64,0,0,2.99,2.94,8.7,0,0,7.14,1.41,4.17,0,0,,,,,,,,,1,1,1,1,1,1,aaaaa,,,,,,,,,,,,,13.64
T012006,10/3/2026,10000,83.25,105.9,140.8,,-,,-,73.45,96.58,129.1,-,-,87.33,107.2,146.1,-,-,0.3,0.86,0.57,-,-,0.62,0.6,0.08,-,-,0.38,0.19,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Nattapong M.,Mr.Suchat M.,Hitachi Energy,GPSC,,,,,,,,,0.86
TP70279703,5/27/2010,200,289.97,393.04,498.01,,,,,237.14,323.01,406.18,,,293.53,392.77,497.94,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,Y.C.KIM,,,,Doble-M4100,,,,,,,,0
TP70279703,6/3/2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,66.09,86.95,77.26,-,-,-,-,-,-,-,-,-,-,,Mr. Aran P,,"TIS Engineering and Service co., Ltd",,,,,,,,,,0
TP70279703,10/9/2016,200,289.97,393.04,498.01,,,,,237.14,323.01,406.18,,,293.53,392.77,497.94,,,98.38,98.47,98.45,,,98.31,98.36,98.35,,,98.19,98.24,98.23,,,200,123.7,176.1,142.8,,,,,,,,,,,,Mr.Aran Phiwphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/5/2016,27,42,41,85,,0
TP70279703,1/11/2019,200,5.397,3.519,2.312,-,-,-,-,5.799,4.212,2.457,-,-,3.358,2.34,1.713,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,200,69.712,146.925,87.853,-,-,-,-,-,-,-,-,-,-,,Mr. Tanasak K,Mr. Jakit Chaiwongwaranon,"TIS Engineering and Service co., Ltd",GHECO ONE,TESTRANO 600,DA212X,4/19/2018,29,36,36,60,Including GIL,0
