SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
14231662_1,2/11/2019,200,-,33.023,-,,-,,-,-,20.589,-,-,-,-,22.909,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2018,25,-,25,56,,0
14231662_2,2/11/2019,200,-,32.365,-,,-,,-,-,19.821,-,-,-,-,22.172,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,100,11.337,10.608,10.933,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2018,25,-,25,56,,0
14231662_3,2/20/2019,200,-,15.44,-,,-,,-,-,7.583,-,-,-,-,27.161,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,200,206.881,196.664,196.539,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2018,25,-,25,56,,0
14231662_4,2/20/2019,200,-,38.668,-,,-,,-,-,27.713,-,-,-,-,28.713,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2018,25,-,25,56,,0.32
16266510,2/13/2019,200,,6.809,,,,,,,8.458,,,,,9.485,,,,,0,,,,,0,,,,,0,,,,200,111.09,120.83,171.43,50,1701,1395,1870,,,,,,,,Mr. Anusit S.,Mr.Jarin S.,"TIS Engineering & Service Co.,Ltd.",GLOW,Variac/Fluke189,89550211,3/16/2016,31,30,30,32,,0
1LKR040038TER,2/16/2018,200,-,-,-,5-Mar,27.05,-,-,-,-,-,21.57,-,-,-,-,27.12,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,1448,1133,1435,-,-,-,-,27.05,21.57,27.12,-,-,-,171052399,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,88700531,3/3/2017,26,-,26,67,,0
1LKR050450TER,1/14/2019,200,,20.839,,,,,,,13.766,,,,,21.875,,,,,0,,,,,0,,,,,0,,,,50,848.442,563.103,880.722,,,,,,,,,,,181100890,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,22,-,23,76,,0
1LKR091729,1/25/2017,200,,24.408,,,,,,,30.218,,,,,33.526,,,,,0,,,,,0,,,,,0,,,,50,2.905,2.352,2.917,,,,,,,,,,,,Chaiyasit J.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Variac / Fluke 189,88700532,9/30/2016,27,,,39,,0
1LKR091729,11/30/2019,2,,,,5-Mar,440.951,,,,,,220.246,,,,,443.815,,,,,0,,,,,0,,,,,0,,,,,,,,,,440.95,220.25,443.82,,,,191057172,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,26,-,26,51,,0
1LKR091730,1/24/2017,200,-,-,-,5-Mar,20.281,-,-,-,-,-,26.395,-,-,-,-,24.516,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,2.736,2.318,2.96,-,-,-,-,20.281,26.395,24.516,-,-,-,-,Mr.Chaiyasit Junchay,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,9/30/2016,26,-,-,35,,0
20083122TIC003,8/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083122TIC003,12/15/2022,10000,284.4,337.6,406.7,,-,,-,196.9,234.4,283.1,-,-,289.04,343.4,413,-,-,0.01,0.02,0,-,-,0.03,0.02,0.01,-,-,0,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,31,34,34,66,,0.03
20083122TIC003,6/12/2023,10,283.32,336.53,405.37,-,-,-,-,196.55,233.89,282.35,-,-,288.92,342.83,412.77,-,-,0.39,0.34,0.33,-,-,0.2,0.23,0.27,-,-,0.04,0.18,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000002044,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,3/9/2023,30,38,38,68,,0.39
20083122TIC008,11/26/2019,,,,-,,,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20083122TIC008,6/6/2023,10000,150.5,178.1,213.6,-,-,-,-,107.4,128.1,154.8,-,-,150.5,178.1,213.3,-,-,0.02,0.04,0.01,-,-,0.07,0.05,0.05,-,-,0.04,0.04,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,9/3/2023,32,32,32,69,,0.07
225307,9/8/2023,200,11.16,13.65,15.63,,,,,8.27,10.15,11.6,,,11.15,13.67,15.67,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,34,34,34,52,SAT,0
225309,9/11/2023,,7.98,7.65,8.42,,,,,5.16,5.63,6.21,,,6.98,7.64,8.37,,,0.38,11.56,11.28,,,15.41,15.34,13.87,,,11.2,10.22,10.77,,,50,993.8,744.2,997.3,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,34,34,34,49,SAT,15.41
225310,9/8/2023,200,7.04,7.72,8.47,,,,,5.17,5.66,6.22,,,6.96,7.61,8.37,,,12,12.37,12.32,,,22.37,16.27,14.91,,,11.22,12.12,12.08,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,36,36,36,52,SAT,22.37
225310,9/8/2023,200,7.04,7.72,8.47,,,,,5.17,5.66,6.22,,,6.96,7.61,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Aran P.,,THAI TRAFO,,Megger/TRAX-220,1800333,,36,36,36,52,SAT,
243597801,10/21/2014,200,,-,,5-Mar,110.01,,,,-,,90.68,,,-,,102.05,,,-,-,,,,-,,,,,-,,Infinity,,50,3549,2823,3578,,,,,,,,,,,-,Mr Anusit Sara,,"TIS Engineering&Service Co.,Ltd.",,Variac/Fulke 189,8870053,,30,-,-,62,,Infinity
243597801,11/6/2015,200,,-,,5-Mar,112.21,,,,-,,96.86,,,-,,109.68,,,-,,,,,-,,,,,-,,,,50,3.684,2.953,3.458,,,,,,,,,,,-,Mr.Chaiyasit Junchay,,"TIS Engineering&Service Co.,Ltd.",GLOW SPP2,FLUKE 189,8870053,,28,-,-,48,,0
243597801,8/29/2018,200,,,,C,98.445,,,,,,86.306,,,,,92.97,,,,,0,,,,,0,,,,,0,,50,3688,3065,3538,,,,,98.445,86.306,92.97,,,,,Mr Chaichaleom Waihor,Mr Primchart Promkhandee,"TIS Engineering and Service co., Ltd",ENGIE GLOW,TESTRANO 600,DA212X,4/19/2018,,,,,,0
243597802,10/9/2015,200,-,-,-,5-Mar,111.33,-,-,-,-,-,79.45,-,-,-,-,103.54,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,3.678,2.755,3.548,-,-,-,-,111.33,79.45,103.54,-,-,-,-,Mr.Chaiyasit Junchay,Mr.Somporn Duangprom,TIS,GLOW,FLUKE 189,88700531,,-,-,-,-,,0
243597802,8/29/2018,200,-,-,-,D-F,100.156,-,-,-,-,-,65.698,-,-,-,-,96.753,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4484,2819,4316,-,-,-,-,100.156,65.698,96.753,-,-,-,-,Mr.Chaichaleom Waihor,Pimchart P.,TIS,GLOW,TESTRANO 600,DA212X,4/19/2018,27,-,27,53,,0
3011080055,6/7/2013,200,31.454,34.2,37.226,-,-,-,-,54.558,60.31,68.43,-,-,34.01,37.008,40.67,-,-,126.58,169.76,220.72,-,-,196.53,258.43,337.78,-,-,85.84,0,168.71,-,-,200,329.6,278.6,396.5,,,,,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,89820090,,32,-,-,68,,337.78
3011080055,6/7/2013,200,31.454,34.2,37.226,-,-,-,-,54.558,60.31,68.43,-,-,34.01,37.008,40.67,-,-,126.58,169.76,220.72,-,-,196.53,258.43,337.78,-,-,85.84,0,168.71,-,-,200,329.6,278.6,396.5,,,,,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,89820090,,32,-,-,68,,337.78
3011080055,1/10/2015,200,13.882,12.678,11.607,2,12.061,4,13.245,18.399,16.826,15.631,16.276,17.624,18.301,37.008,15.135,15.753,17.205,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,200,149.07,109.79,145.82,-,-,-,-,12.061,16.276,15.53,13.245,17.624,17.205,-,Mr.Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Multimeter Fluke 189,89820090,,32,-,-,68,,0
3011080055,1/9/2017,200,-,13.484,-,-,-,-,-,-,17.75,-,-,-,-,17.309,-,-,-,-,6.36,-,-,-,-,5.49,-,-,-,-,53.23,-,-,-,200,151.6,114.5,153.4,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Multimeter-Fluke 189,88700532,9/30/2016,34,32,32,68,,53.23
3011080055,1/8/2019,200,-,12.345,-,-,-,-,-,-,17.102,-,-,-,-,17.246,-,-,-,-,2.63,-,-,-,-,1.64,-,-,-,-,5.19,-,-,-,200,159.92,116.56,157.494,-,-,-,-,-,-,-,-,-,-,-,Mr. Tanasak Kunnam,Mr. jakkit Chaiwongwaranon,"TIS Engineering and Service Co., Ltd",GHECO ONE,testrano 600,DA212X,4/19/2018,33,32,32,65,,5.19
3011080055,1/23/2023,200,-,13.53,-,,,,,-,19.095,-,,,-,18.925,-,,,-,4.29,-,,,-,9.47,-,,,-,9.62,-,,,200,113.55,66.074,414.558,-,-,-,-,,,,,,,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,CA635A,2/26/2022,32,35,35,42,,9.62
3011080055,1/17/2026,6000,,178.79,,,,,,,45.23,,,,,172.39,,,,,0,,,,,0.22,,,,,0,,,,,,,,,,,,,,,,,,,Mr.Nattapong M.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,CH158W,,,,,,,0.22
3011080056,6/1/2013,200,35.293,39.159,41.629,-,-,-,-,59.63,65.82,75.32,-,-,39.85,43.259,46.982,-,-,38.65,65.49,88.23,-,-,85.03,122.48,172.72,-,-,22.98,44.09,67.36,-,-,200,380.1,245.6,312.3,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter-Fluke 189,89820090,,32,-,-,68,,172.72
3011080056,1/10/2015,200,25.454,23.663,22.116,2,22.897,4,24.625,32.227,29.585,27.618,28.704,31.013,32.403,30.023,28.073,29.09,31.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,215.54,165.33,214.3,-,-,-,-,22.897,28.704,29.09,24.625,31.013,31.186,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter Fluke 189,89820090,,32,,,68,,0
3011080056,1/9/2017,200,-,24.97,-,-,-,-,-,-,31.729,-,-,-,-,31.859,-,-,-,-,5.52,-,-,-,-,7.25,-,-,-,-,6.12,-,-,-,200,225.4,173.37,222.37,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Multimeter-Fluke 189,88700532,9/30/2016,34,32,32,68,,7.25
3011080056,1/8/2019,200,-,25.65,-,-,-,-,-,-,33.042,-,-,-,-,33.083,-,-,-,-,8.4,-,-,-,-,11.68,-,-,-,-,10.19,-,-,-,200,239.107,181.416,239.616,-,-,-,-,-,-,-,-,-,-,-,Chaichalerm,Jirasak S.,TIS,Glow-CMT,TESTRANO 600,DA212X,3/19/2018,31,31,30,62,,11.68
331000H508_8727I,1/14/2012,200,-,-,-,3-Feb,17.952,-,-,-,-,-,17.658,-,-,-,-,27.039,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,2.188,1.618,2.186,-,-,-,-,17.952,17.658,27.039,-,-,-,-,Mr.Nipon Boonnako,,TIS,,Variac/Fulke 189,-,5/23/2012,-,-,-,-,,0
331000H508_8727I,6/3/2016,200,-,-,-,3-Feb,24.349,-,-,-,-,-,24.209,-,-,-,-,36.863,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,2459,1775,2325,-,-,-,-,24.349,24.209,36.863,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,9/30/2015,25,-,-,47,,0
332162H5018727A,6/17/2015,200,-,-,-,3-Feb,109.17,-,-,-,-,-,140.39,-,-,-,-,144.52,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,4.9042,3.7786,4.9048,-,-,-,-,109.17,140.39,144.52,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,26,-,-,42,,0
332162H5018727A,6/9/2017,200,-,-,-,3-Feb,155.65,-,-,-,-,-,117.08,-,-,-,-,147.31,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4.789,3.804,4.908,-,-,-,-,155.65,117.08,147.31,-,-,-,,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,3/3/2017,26,-,-,47,,0
332162H501_8727B,6/18/2015,200,-,-,-,3-Feb,39.03,-,-,-,-,-,36.47,-,-,-,-,62.03,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,4.481,3.247,4.417,-,-,-,-,39.03,36.47,62.03,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,,,,,,0
332162H501_8727B,6/12/2017,200,-,-,-,3-Feb,122.08,-,-,-,-,-,94.11,-,-,-,-,134.66,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4.667,3.516,4.726,-,-,-,-,122.08,94.11,134.66,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,3/3/2017,25,,,48,,0
332162H501_8727D,2/7/2012,200,-,-,-,3-Feb,52.353,-,-,-,-,-,52.233,-,-,-,-,79.09,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,4.932,3.818,4.919,-,-,-,-,52.353,52.233,79.09,-,-,-,-,Mr.Nipon Boonnako,,TIS,,Variac/Fulke 189,-,5/23/2012,-,-,-,-,,0
332162H501_8727D,9/4/2014,200,-,-,-,3-Feb,48.75,-,-,-,-,-,49.79,-,-,-,-,73.45,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4683.3,3617.9,4663.1,-,-,-,-,48.75,49.79,73.45,-,-,-,-,Mr.Narongchai Singngoi,,TIS,,Variac/Fulke 189,89820090,,-,-,-,-,,0
332162H501_8727D,5/7/2016,200,-,-,-,3-Feb,53.623,-,-,-,-,-,55.45,-,-,-,-,83.29,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4967,3811,4954,-,-,-,-,53.623,55.45,83.29,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,9/3/2015,25,-,-,47,,0
332162H501_8727D,11/30/2017,200,-,-,-,3-Feb,132.9,-,-,-,-,-,105.8,-,-,-,-,133,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,4758,3658,4733,-,-,-,-,132.9,105.8,133,-,-,-,-,Mr.Chaichaleom Waihor,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 87V,38710531,5/3/2017,26,-,-,51,,0
332162H501_8727E,6/16/2015,200,-,-,-,3-Feb,49.13,-,-,-,-,-,49.21,-,-,-,-,60.12,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4.512,3.626,4.421,-,-,-,-,49.13,49.21,60.12,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,,,,,,0
332162H501_8727E,6/8/2017,200,-,-,-,3-Feb,127.23,-,-,-,-,-,102.1,-,-,-,-,130.43,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4.921,3.837,4.937,-,-,-,-,127.23,102.1,130.43,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,89550211,3/3/2017,25,-,-,56,,0
332162H502_8727F,4/29/2018,200,-,-,-,3-Feb,145.84,-,-,-,-,-,116.21,-,-,-,-,150.27,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,5.073,3.858,4.938,-,-,-,-,145.84,116.21,150.27,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89550211,3/3/2017,27,-,-,48,,0
332162H502_8727H,12/1/2017,200,-,-,-,3-Feb,106.5,-,-,-,-,-,89.8,-,-,-,-,107.7,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,4195,3101,4165,-,-,-,-,106.5,89.8,107.7,-,-,-,,Chaichaleom W.,Teerasak W.,TIS,GLOW,Variac/Fulke 87V,38710531,5/3/2017,25,-,-,62,,0
3710737,6/14/2012,200,2.796,-,-,-,-,-,-,1.685,-,-,-,-,1.68,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,50,978.9,697.1,976.1,-,-,-,-,-,-,-,-,-,-,-,Nipon B.,,TIS,,Variac/Fulke 189,-,5/23/2012,-,-,-,-,,0
3710737,11/22/2016,200,2.904,-,-,-,-,-,-,2.037,-,-,-,-,1.747,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,50,883,635.4,869.2,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,3/16/2016,32,50,-,58,,0
3710737,2/5/2021,5000,15.32,-,-,,-,,-,5.408,-,-,-,-,15.234,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201007518,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2/16/2018,30,29,29,41,,0
3710738,7/11/2012,200,3.562,-,-,,-,,-,2.345,-,-,-,-,2.638,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,50,937.6,652.7,950.3,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Variac/Fulke 189,-,5/23/2012,-,-,-,-,,0
3710738,11/22/2016,200,2.904,-,-,,-,,-,2.037,-,-,-,-,1.747,-,-,-,-,18.47,-,-,-,-,13.13,-,-,-,-,33.78,-,-,-,-,50,883,635.4,869.2,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,3/16/2016,32,50,-,58,,33.78
3710738,12/13/2017,200,3.51,-,-,-,-,-,-,2.08,-,-,-,-,2.51,-,-,-,-,1.46,-,-,-,-,11.3,-,-,-,-,4.85,-,-,-,-,50,922,670,941,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Pimchart P.,TIS,GLOW,Variac/Fulke 189,887005532,3/30/2017,32,50,-,60,,11.3
3710738,10/28/2020,10000,16.47,-,-,-,-,-,-,7.27,-,-,-,-,15.91,-,-,-,-,0.01,-,-,-,-,0.04,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201007512,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2/16/2018,26,34,34,70,,0.04
383204884,8/1/2017,200,-,-,-,4,18.079,,-,-,-,-,12.406,-,-,-,-,14.315,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,96.63,66.58,77.36,-,-,-,-,18.079,12.406,14.315,-,-,-,-,Chaichaleom W.,Pimchart P.,TIS,GLOW,Variac/Fulke 189,21070063,3/1/2017,34,38,-,65,,0
383204884,9/17/2024,2,-,-,-,4,45.9,-,-,-,-,-,21.83,-,-,-,-,46.08,-,-,-,-,2,-,-,-,-,3.95,-,-,-,-,0.17,-,-,-,-,-,-,-,-,-,45,21,46,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,,-,-,-,-,,3.95
383204885,8/27/2019,6000,-,238.857,-,,-,,-,-,108.353,-,-,-,-,177.485,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,30,30,30,67,,0
383204886,10/8/2017,200,-,-,-,4,19.47,-,-,-,-,-,14.71,-,-,-,-,15.6,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,95.7,74.3,82.7,-,-,-,-,19.47,14.71,15.6,-,-,-,171089341,Chaichaleom W.,Pimchart P.,TIS,GLOW,Variac/Fulke 87V,39270254,3/1/2017,32,38,-,63,,0
383204886,7/10/2021,6000,-,-,-,4,157.87,-,-,-,-,-,92.25,-,-,-,-,180.717,,-,-,-,0.01,-,-,-,-,0,-,-,-,-,0,,-,-,-,-,-,-,-,-,157.86,92.25,180.72,-,-,-,211023164,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2/16/2018,32,35,35,68,,0.01
3902640,7/25/2015,200,23.425,25.503,28.037,,-,,-,20.002,21.815,24.836,-,-,25.624,28.113,30.591,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2.903,2.376,2.97,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,88700531,,-,-,-,-,,0
3902641,7/27/2015,200,26.071,28.156,31.116,,-,,-,22.054,23.788,26.846,-,-,34.826,37.412,41.433,-,-,0,0.01,0,-,-,0,0,0,-,-,0,0,0,-,-,50,3.032,2.369,3.118,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,88700531,,-,-,-,-,,0.01
3902642,7/24/2015,200,29.14,32.148,34.915,,-,,-,23.982,25.821,28.813,-,-,27.637,29.667,32.315,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,200,3.026,2.478,2.969,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,8870053,,-,-,-,-,,0
3905095,3/3/2017,200,-,-,-,4,2.952,-,-,-,-,-,2.251,-,-,-,-,3.35,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,62.04,46.86,69.72,-,-,-,-,2.952,2.251,3.35,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,3/16/2016,37,42,,47,,0
3911888,6/21/2018,200,-,1.266,-,,-,,-,-,0.94,-,-,-,-,0.928,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,,,,,,,,,-,-,-,-,-,-,181071638,MR.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193X,2/16/2018,35,30,-,55,,0
3911888,3/19/2019,200,-,2.114,-,,-,,-,-,1.19,-,-,-,-,2,-,-,-,-,0.19,-,-,-,-,0,-,-,-,-,0,-,-,-,200,616.898,391.006,687.752,-,-,-,-,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,30,30,63,,0.19
3911888,2/12/2022,10,,12.717,,,,,,,4.812,,,,,13.196,,,,,0.02,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,,35,35,35,50,,0.02
4010290,1/29/2019,10000,,8.236,,,,,,,3,,,,,7.651,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,191001485,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2/16/2018,32,32,32,38,,0
4010290,2/5/2019,200,,0.981,,,,,,,1.398,,,,,1.439,,,,,0.61,,,,,0.79,,,,,0.69,,,,50,13.225,23.203,13.816,,,,,,,,,,,191001488,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,31,31,31,60,,0.79
4010290,1/28/2022,10000,,8.373,,,,,,,2.864,,,,,7.64,,,,,1.44,,,,,1.49,,,,,0.21,,,,,,,,,,,,,,,,,,221004097,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,29,-,-,64,,1.49
4010291,1/29/2019,10,,8.236,,,,,,,3,,,,,7.651,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,191001485,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,35,35,35,38,,0
4010291,1/25/2022,,,8.195,,,,,,,2.913,,,,,7.6,,,,,0.5,,,,,2.9,,,,,0.67,,,,,,,,,,,,,,,,,,221004092,Mr.Pimchart P.,,GPSC,,TESTRANO,DAX193X,8/27/2021,29,35,35,64,,2.9
4010922,3/13/2019,200,,2.283,,,,,,,1.696,,,,,1.788,,,,,0,,,,,0,,,,,0,,,,50,685.425,415.974,712.204,,,,,,,,,,,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,38,40,40,39,,0
4011560,8/8/2019,10000,-,11.74,-,,-,,-,-,5.31,-,-,-,-,12.376,-,-,-,-,0.25,-,-,-,-,0.19,-,-,-,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191040125,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,32,30,,68,,0.62
4011560,12/2/2022,10000,-,11.66,-,-,-,-,-,-,5.22,-,-,-,-,12.3,-,-,-,-,0.34,-,-,-,-,1.51,-,-,-,-,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,34,40,40,56,,1.51
4202021,8/20/2019,3000,80.936,-,-,,-,,-,33.958,-,-,-,-,73.735,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191043915,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2018,33,35,35,52,,0
